id,city,hospital_name,latitude,longitude,area,hospital_type,emergency,trauma_center,ambulance_available,beds_available,icu_available,contact_number,average_response_time_min,safety_rating,occupancy_percentage,open_24x7,last_updated
35ede254-fc83-446b-9333-2e82249903a4,hyderabad,Hyderabad Trauma Center Hospital,17.587017,78.566343,Begumpet,Trauma Center,True,False,18,131,49,+91 9852038724,20,9.0,86.67,True,2026-07-31T19:24:43.008452+00:00
4c689197-2be5-4514-a623-5ad0ddf71fca,hyderabad,Hyderabad Children Hospital,17.545201,78.345186,Kukatpally,Children,True,False,20,220,2,+91 9820842592,25,9.6,85.76,True,2026-07-31T19:24:43.008462+00:00
e6f769ba-72a4-4dcb-9cd9-b34c59fd6b9d,hyderabad,Hyderabad Trauma Center Hospital,17.214413,78.470337,Hitech City,Government,False,False,7,116,25,+91 9835599527,13,9.2,80.64,True,2026-07-31T19:24:43.008472+00:00
735a00a2-4369-43d9-a0c5-875f2096f81d,hyderabad,Hyderabad Multi-speciality Hospital,17.326627,78.452623,Hitech City,Children,False,False,6,39,40,+91 9850987773,18,9.0,92.97,True,2026-07-31T19:24:43.008482+00:00
87272cc5-e095-42ca-8e61-5bb056a284f9,hyderabad,Hyderabad Emergency Hospital,17.43066,78.361362,Kukatpally,Medical College,True,True,15,586,30,+91 9868642316,21,8.4,82.32,True,2026-07-31T19:24:43.008492+00:00
99fc04a8-15b7-40bb-ab43-89712c0b29c6,hyderabad,Hyderabad Medical College Hospital,17.573624,78.643193,Jubilee Hills,Children,False,True,8,191,6,+91 9845137240,11,8.7,50.46,True,2026-07-31T19:24:43.008520+00:00
63343ef4-c2dc-4fab-ab7d-8dd6e7c9b170,hyderabad,Hyderabad Trauma Center Hospital,17.200066,78.364521,Secunderabad,Private,False,False,19,49,42,+91 9873818405,25,9.7,77.6,True,2026-07-31T19:24:43.008532+00:00
4c964154-d2e4-4409-b0a6-435b028ddb07,hyderabad,Hyderabad Emergency Hospital,17.2823,78.339063,Jubilee Hills,Medical College,False,True,9,200,44,+91 9829305430,18,7.8,78.55,True,2026-07-31T19:24:43.008541+00:00
18da364a-63fb-415e-95bd-40a6447eca3d,hyderabad,Hyderabad Government Hospital,17.444259,78.443062,Hitech City,Trauma Center,True,False,15,81,7,+91 9828179180,12,9.3,64.12,True,2026-07-31T19:24:43.008551+00:00
a2046cca-0e7a-495b-b5d6-f3db5f1908a5,hyderabad,Hyderabad Emergency Hospital,17.506025,78.417188,Ameerpet,Children,True,False,5,71,37,+91 9861367824,5,8.4,55.43,True,2026-07-31T19:24:43.008560+00:00
880eae45-01b3-486a-8639-99b1b464be01,hyderabad,Hyderabad Children Hospital,17.228341,78.613285,Secunderabad,Government,False,True,3,229,38,+91 9870895818,11,8.3,73.83,True,2026-07-31T19:24:43.008570+00:00
c3675e20-4c63-4b3d-9070-eca1ab13b19a,hyderabad,Hyderabad Multi-speciality Hospital,17.453332,78.455637,Raidurg,Trauma Center,False,False,17,293,26,+91 9822633575,8,8.3,52.64,True,2026-07-31T19:24:43.008580+00:00
e32808d7-378d-4727-8efe-9c8bfa8e8c3d,hyderabad,Hyderabad Children Hospital,17.451292,78.47977,Jubilee Hills,Private,True,False,3,154,26,+91 9816494247,12,9.7,57.04,True,2026-07-31T19:24:43.008590+00:00
86d5bfa1-200d-4b3f-a33c-9d9cb82e79ef,hyderabad,Hyderabad Children Hospital,17.341171,78.644659,Shamshabad,Medical College,False,False,8,41,27,+91 9821433292,17,7.8,62.78,True,2026-07-31T19:24:43.008609+00:00
98c6e904-676b-434c-bbee-b52d324f4c61,hyderabad,Hyderabad Multi-speciality Hospital,17.311821,78.478634,Kukatpally,Private,True,True,18,554,27,+91 9853112078,21,8.7,81.12,True,2026-07-31T19:24:43.008622+00:00
70992b0d-68dd-458c-874f-7824707afe5f,hyderabad,Hyderabad Trauma Center Hospital,17.533954,78.467583,LB Nagar,Government,False,False,17,428,38,+91 9810172186,17,7.8,50.65,True,2026-07-31T19:24:43.008635+00:00
9ed5b8bf-efae-4bca-a68b-429142217a59,hyderabad,Hyderabad Trauma Center Hospital,17.54484,78.343199,Secunderabad,Multi-speciality,False,False,4,92,45,+91 9876807946,7,8.7,59.37,True,2026-07-31T19:24:43.008650+00:00
6fba469b-1cf8-4caa-bde6-0955a2f3094c,hyderabad,Hyderabad Children Hospital,17.351884,78.389994,Begumpet,Medical College,False,True,17,249,37,+91 9892785615,25,9.8,92.04,True,2026-07-31T19:24:43.008664+00:00
585a845c-6d9e-48c3-8d76-2f743f64f230,hyderabad,Hyderabad Children Hospital,17.215455,78.35714,Hitech City,Trauma Center,True,False,11,229,34,+91 9825229863,17,7.7,50.93,True,2026-07-31T19:24:43.008679+00:00
fd3b9bc6-6f82-4d86-a823-f9c07eb25695,hyderabad,Hyderabad Private Hospital,17.390527,78.433602,LB Nagar,Emergency Hospital,True,True,20,268,11,+91 9832940521,21,9.7,57.2,True,2026-07-31T19:24:43.008695+00:00
058392ae-a96a-4e42-bb75-405a582f01fe,hyderabad,Hyderabad Multi-speciality Hospital,17.457732,78.615619,Hitech City,Private,False,True,15,145,11,+91 9898333445,16,9.1,79.4,True,2026-07-31T19:24:43.008712+00:00
0ed48a95-100d-4867-b03c-aa718cc66f7f,hyderabad,Hyderabad Children Hospital,17.279053,78.427384,Madhapur,Children,False,True,14,40,41,+91 9816689425,15,8.0,88.47,True,2026-07-31T19:24:43.008776+00:00
3c14888a-885d-41e8-86ab-40609ac1b019,hyderabad,Hyderabad Children Hospital,17.504043,78.604663,Madhapur,Private,False,True,15,336,47,+91 9829445995,9,8.9,58.35,True,2026-07-31T19:24:43.008863+00:00
ccc17229-ec7c-45ff-a821-35f1efea91ee,hyderabad,Hyderabad Emergency Hospital,17.260783,78.390374,Banjara Hills,Emergency Hospital,True,True,7,514,35,+91 9827219698,19,8.9,51.95,True,2026-07-31T19:24:43.008888+00:00
48b17f14-d6b8-41f9-ab9e-aa963050314a,hyderabad,Hyderabad Children Hospital,17.592199,78.624956,Miyapur,Private,False,True,16,16,34,+91 9894027645,5,7.7,58.08,True,2026-07-31T19:24:43.008905+00:00
4220d648-34bf-43af-8745-9ead530c68fc,hyderabad,Hyderabad Trauma Center Hospital,17.47391,78.431552,Secunderabad,Government,False,False,8,174,10,+91 9835265779,23,7.7,50.97,True,2026-07-31T19:24:43.008952+00:00
6fc45746-882c-4f76-840f-9515cee2cc5f,hyderabad,Hyderabad Government Hospital,17.510165,78.476457,Financial District,Private,True,True,3,306,48,+91 9831611802,22,9.2,53.2,True,2026-07-31T19:24:43.008967+00:00
a68bb1b2-2c3d-47b0-99a1-646df29c2995,hyderabad,Hyderabad Medical College Hospital,17.253214,78.408801,Charminar,Medical College,False,True,12,462,12,+91 9857830199,5,8.4,69.7,True,2026-07-31T19:24:43.008982+00:00
0014edde-42a4-49e1-992d-8536ae49b037,hyderabad,Hyderabad Government Hospital,17.397765,78.558964,Ameerpet,Medical College,True,False,18,68,9,+91 9847299910,7,7.6,91.65,True,2026-07-31T19:24:43.008996+00:00
8f382f1f-6987-4072-9b52-4926f1a75146,hyderabad,Hyderabad Medical College Hospital,17.467358,78.405973,Financial District,Trauma Center,False,True,16,511,40,+91 9870684152,9,9.4,70.86,True,2026-07-31T19:24:43.009011+00:00
f92a04e3-94f7-4332-a268-174311f50df2,hyderabad,Hyderabad Emergency Hospital,17.268277,78.497064,Banjara Hills,Multi-speciality,True,False,15,595,18,+91 9883046004,19,8.8,88.5,True,2026-07-31T19:24:43.009026+00:00
25cf6bc1-03b1-489c-8250-38599c0e1ffd,hyderabad,Hyderabad Emergency Hospital,17.415363,78.361939,Financial District,Private,False,True,15,93,2,+91 9863475870,7,9.8,81.25,True,2026-07-31T19:24:43.009041+00:00
983d6075-ca72-4dda-9447-c8ad6c13d4ea,hyderabad,Hyderabad Medical College Hospital,17.345443,78.406181,Begumpet,Children,False,True,12,29,20,+91 9830553542,23,9.8,66.56,True,2026-07-31T19:24:43.009061+00:00
79f1761a-1344-4f46-94d2-eb3753da826a,hyderabad,Hyderabad Emergency Hospital,17.343683,78.635253,Ameerpet,Government,False,True,6,216,18,+91 9877479955,15,8.6,54.96,True,2026-07-31T19:24:43.009075+00:00
ee737b8e-4f9a-40b1-af22-b5e0bb3a0ea0,hyderabad,Hyderabad Trauma Center Hospital,17.554929,78.644463,Hitech City,Multi-speciality,False,True,4,547,37,+91 9875113561,22,9.7,84.58,True,2026-07-31T19:24:43.009090+00:00
09a4cea3-5aef-41e6-a188-8a53f6181788,hyderabad,Hyderabad Private Hospital,17.441461,78.61837,Hitech City,Children,False,False,10,70,15,+91 9813608661,23,8.4,82.41,True,2026-07-31T19:24:43.009104+00:00
68680cf1-959d-4014-aa6d-964f66d205bd,hyderabad,Hyderabad Private Hospital,17.572098,78.325265,LB Nagar,Trauma Center,True,False,12,139,21,+91 9837319463,18,7.8,72.54,True,2026-07-31T19:24:43.009119+00:00
6a626efc-e761-4a08-9713-fe37dd21579f,hyderabad,Hyderabad Children Hospital,17.414188,78.451674,Jubilee Hills,Government,True,False,19,814,22,+91 9828205395,9,7.3,86.34,True,2026-07-31T19:24:43.009133+00:00
05d92b9f-3d42-48c1-b6cd-a0f62a216a02,hyderabad,Hyderabad Private Hospital,17.525404,78.513902,Miyapur,Emergency Hospital,True,False,17,391,18,+91 9885215938,9,7.9,69.62,True,2026-07-31T19:24:43.009148+00:00
0f10caf1-5e77-4adf-8f10-5e8e37cf3202,hyderabad,Hyderabad Government Hospital,17.341696,78.330492,Banjara Hills,Emergency Hospital,True,True,9,248,20,+91 9849264874,16,9.1,74.01,True,2026-07-31T19:24:43.009163+00:00
d9df7021-a24c-4fb0-a1a4-fb3751c89675,hyderabad,Hyderabad Children Hospital,17.470804,78.312027,Raidurg,Trauma Center,True,False,7,443,10,+91 9869341309,14,9.7,82.78,True,2026-07-31T19:24:43.009177+00:00
1c67ee54-0a9a-45b2-b59d-ab9115f69f3a,hyderabad,Hyderabad Trauma Center Hospital,17.484942,78.404271,Financial District,Medical College,True,False,16,287,49,+91 9815988577,24,7.8,59.38,True,2026-07-31T19:24:43.009190+00:00
3b6cf04b-e048-4962-a0ff-5fe52c8337c2,hyderabad,Hyderabad Medical College Hospital,17.422068,78.581598,Financial District,Medical College,True,True,6,578,38,+91 9866659222,7,7.6,56.84,True,2026-07-31T19:24:43.009206+00:00
3834aeef-71cf-4a86-bfa8-9b45e9647033,hyderabad,Hyderabad Emergency Hospital,17.493558,78.414866,Banjara Hills,Trauma Center,True,True,11,870,30,+91 9897483302,14,7.2,64.55,True,2026-07-31T19:24:43.009222+00:00
4327af48-cb79-4df6-9ca5-3fb1a5b00508,hyderabad,Hyderabad Emergency Hospital,17.416971,78.445956,Jubilee Hills,Multi-speciality,False,False,2,379,47,+91 9831381105,22,9.7,88.57,True,2026-07-31T19:24:43.009236+00:00
d6a7dfe3-af72-43ea-bd98-553853c58d12,hyderabad,Hyderabad Medical College Hospital,17.280583,78.420298,Kukatpally,Trauma Center,False,True,9,275,47,+91 9892971127,8,9.2,74.91,True,2026-07-31T19:24:43.009251+00:00
5bcf721a-1c7f-41e3-b03e-e622c0ec68ce,hyderabad,Hyderabad Private Hospital,17.31341,78.394348,Banjara Hills,Multi-speciality,False,True,13,329,41,+91 9889436775,23,7.7,63.83,True,2026-07-31T19:24:43.009266+00:00
e27de2f0-814f-4c52-9857-4a9a100d3524,hyderabad,Hyderabad Emergency Hospital,17.284172,78.528545,Jubilee Hills,Trauma Center,True,False,3,208,49,+91 9813630504,16,9.0,75.32,True,2026-07-31T19:24:43.009291+00:00
68eee86a-b92a-4283-aba5-a0742cae9aa8,hyderabad,Hyderabad Emergency Hospital,17.291341,78.607622,Kukatpally,Medical College,True,True,7,250,49,+91 9826983189,24,9.7,86.97,True,2026-07-31T19:24:43.009306+00:00
b0d68803-f26d-4acf-8468-a5f0e8979075,hyderabad,Hyderabad Emergency Hospital,17.45011,78.315986,Raidurg,Children,True,False,16,315,26,+91 9857191967,15,8.1,83.24,True,2026-07-31T19:24:43.009322+00:00
730146a7-f68a-45d0-8c94-5d06b910b219,hyderabad,Hyderabad Medical College Hospital,17.338413,78.333522,Secunderabad,Multi-speciality,False,False,5,826,20,+91 9820411389,10,8.2,81.65,True,2026-07-31T19:24:43.009336+00:00
0f28d853-480d-4fbe-8daa-49442c0e8c02,hyderabad,Hyderabad Trauma Center Hospital,17.369018,78.552297,Shamshabad,Trauma Center,True,True,20,392,22,+91 9819213236,25,9.8,95.35,True,2026-07-31T19:24:43.009350+00:00
c8d9b192-4ed2-4bd4-bfbf-f48452bd4084,hyderabad,Hyderabad Multi-speciality Hospital,17.393262,78.484404,Charminar,Multi-speciality,False,False,5,72,32,+91 9886768434,7,8.3,71.64,True,2026-07-31T19:24:43.009365+00:00
92f9a738-03a3-4b31-8ef8-7c4c1a432212,hyderabad,Hyderabad Emergency Hospital,17.553411,78.489553,Secunderabad,Children,True,False,8,464,46,+91 9883183310,18,9.7,55.39,True,2026-07-31T19:24:43.009380+00:00
d6e84cee-41b6-41e2-9963-6f8bd83c0fbc,hyderabad,Hyderabad Emergency Hospital,17.265188,78.375467,Financial District,Government,False,False,11,197,18,+91 9811374740,6,9.7,60.32,True,2026-07-31T19:24:43.009399+00:00
0b6f392f-3da9-4103-bf62-3e7c57b1cfbf,hyderabad,Hyderabad Private Hospital,17.219835,78.367799,Financial District,Government,True,False,5,131,28,+91 9827715402,11,8.6,80.99,True,2026-07-31T19:24:43.009416+00:00
8babc797-5385-4309-8398-e86b18319b17,hyderabad,Hyderabad Medical College Hospital,17.533235,78.395819,Begumpet,Government,False,True,13,171,15,+91 9841631059,13,8.5,97.31,True,2026-07-31T19:24:43.009434+00:00
9947b2a3-c556-42f8-96c8-be4541bc11d4,hyderabad,Hyderabad Children Hospital,17.521886,78.317403,Kukatpally,Private,True,False,12,467,50,+91 9861990133,19,8.1,78.59,True,2026-07-31T19:24:43.009450+00:00
3bf6c8d6-a906-46c2-b5a5-8ddcbb93bec9,hyderabad,Hyderabad Medical College Hospital,17.331736,78.519867,LB Nagar,Emergency Hospital,True,True,9,148,43,+91 9868074143,11,7.5,62.19,True,2026-07-31T19:24:43.009466+00:00
8d5f177b-53f6-45c0-a383-8556cc491971,hyderabad,Hyderabad Medical College Hospital,17.517561,78.50343,Begumpet,Medical College,True,True,14,64,31,+91 9889096392,25,9.2,95.86,True,2026-07-31T19:24:43.009487+00:00
dfb684ad-f994-48ab-a679-f395a3820713,hyderabad,Hyderabad Emergency Hospital,17.407359,78.533676,Financial District,Emergency Hospital,False,True,4,271,18,+91 9869311125,18,8.0,52.29,True,2026-07-31T19:24:43.009501+00:00
4648d4e2-5a54-430d-9c17-2617f96a7495,hyderabad,Hyderabad Multi-speciality Hospital,17.294558,78.337305,Financial District,Emergency Hospital,True,False,7,197,28,+91 9822951982,25,9.2,81.05,True,2026-07-31T19:24:43.009518+00:00
30b49f65-9fe9-49d2-9a59-8b74362a7715,hyderabad,Hyderabad Trauma Center Hospital,17.2549,78.387483,Financial District,Private,True,False,12,149,42,+91 9817682664,14,7.2,50.09,True,2026-07-31T19:24:43.009533+00:00
5561843e-3c8b-4b88-940d-34e0af23d061,hyderabad,Hyderabad Government Hospital,17.312064,78.448654,LB Nagar,Government,False,True,10,230,25,+91 9811653388,11,9.6,94.13,True,2026-07-31T19:24:43.009547+00:00
7cc19aa4-d5d8-4054-9742-b6f6d9a638a6,hyderabad,Hyderabad Medical College Hospital,17.281252,78.581203,Miyapur,Emergency Hospital,True,False,14,498,9,+91 9811458388,19,7.5,61.42,True,2026-07-31T19:24:43.009566+00:00
041940d5-0ffb-4ba1-9bef-c6129d1bbee5,hyderabad,Hyderabad Emergency Hospital,17.29053,78.597371,Hitech City,Multi-speciality,False,False,10,513,12,+91 9852223319,25,10.0,58.74,True,2026-07-31T19:24:43.009582+00:00
7d15ea13-762f-4ddc-bbb6-f85909cfc152,hyderabad,Hyderabad Trauma Center Hospital,17.558138,78.581038,Jubilee Hills,Trauma Center,True,True,12,156,39,+91 9818177667,19,8.6,53.28,True,2026-07-31T19:24:43.009647+00:00
26438fa7-9238-42df-84da-74140719632d,hyderabad,Hyderabad Private Hospital,17.448811,78.408602,Gachibowli,Emergency Hospital,True,True,7,114,41,+91 9828153534,5,7.4,55.03,True,2026-07-31T19:24:43.009689+00:00
c48340fb-e9fd-46b0-9198-35042f29f021,hyderabad,Hyderabad Trauma Center Hospital,17.481581,78.370147,Gachibowli,Emergency Hospital,False,True,15,592,9,+91 9833072542,23,7.6,96.65,True,2026-07-31T19:24:43.009703+00:00
06eb0a4b-db18-46bb-b75d-806a013096da,hyderabad,Hyderabad Government Hospital,17.203621,78.502799,Shamshabad,Private,True,True,11,461,39,+91 9897906586,13,8.0,53.41,True,2026-07-31T19:24:43.009715+00:00
4ca056aa-0b83-4fdc-9839-e318eaf67bd1,hyderabad,Hyderabad Government Hospital,17.506103,78.330158,Kukatpally,Medical College,True,True,11,126,9,+91 9817849795,14,8.3,97.94,True,2026-07-31T19:24:43.009728+00:00
5063ba59-686b-4106-afe4-1954357a8786,hyderabad,Hyderabad Children Hospital,17.381305,78.470759,Kukatpally,Medical College,False,True,4,403,47,+91 9860217050,24,7.5,87.8,True,2026-07-31T19:24:43.009762+00:00
7e178309-3bb1-4ee0-ad5e-6ad517362e4a,hyderabad,Hyderabad Government Hospital,17.446718,78.340188,Miyapur,Private,True,True,19,20,20,+91 9870967593,9,7.1,54.16,True,2026-07-31T19:24:43.009773+00:00
21608d58-ef1b-48a8-97b6-2dd0d9f02358,hyderabad,Hyderabad Trauma Center Hospital,17.418892,78.346308,Jubilee Hills,Trauma Center,False,False,3,157,41,+91 9842180726,9,8.5,72.13,True,2026-07-31T19:24:43.009783+00:00
27ae8093-8085-4f59-9e61-3984d946146c,hyderabad,Hyderabad Government Hospital,17.284899,78.455161,Banjara Hills,Government,True,False,6,248,10,+91 9867483827,25,7.3,87.84,True,2026-07-31T19:24:43.009793+00:00
25ae166d-366f-407a-9679-ed0b14b39d98,hyderabad,Hyderabad Multi-speciality Hospital,17.423133,78.599593,Financial District,Trauma Center,False,True,15,556,9,+91 9829773712,21,8.0,78.28,True,2026-07-31T19:24:43.009804+00:00
1f89d340-f9dd-4fd0-a2ed-64c1fabc7604,hyderabad,Hyderabad Children Hospital,17.491239,78.639834,Miyapur,Multi-speciality,True,True,7,138,11,+91 9813693617,19,9.2,65.62,True,2026-07-31T19:24:43.009818+00:00
0d1c3a60-006d-4b75-914d-4a52d04b2800,hyderabad,Hyderabad Children Hospital,17.540581,78.3054,LB Nagar,Medical College,False,False,19,405,22,+91 9857056248,19,8.0,95.37,True,2026-07-31T19:24:43.009829+00:00
60f7d2f7-be4b-4292-9823-f7f0d0496f85,hyderabad,Hyderabad Medical College Hospital,17.499007,78.630316,Jubilee Hills,Medical College,False,False,17,46,39,+91 9898235768,7,9.0,89.57,True,2026-07-31T19:24:43.009839+00:00
