latitude,longitude,density,hour
17.36136032168085,78.60557598365712,348,14
17.269765337595995,78.52198548516732,326,14
17.270314593002634,78.39117168356887,348,0
17.29132874910599,78.45738522170174,267,16
17.27331954692041,78.63149915816328,66,7
17.385447306461632,78.30636294032972,751,17
17.450571913235432,78.55696285587231,632,23
17.331643567226852,78.34581264626928,986,12
17.597055804432006,78.45963544962518,368,6
17.534077852743433,78.34316970910126,721,1
17.5742815511645,78.32042971454796,857,19
17.55959811568442,78.55545563154942,405,5
17.262195291748064,78.44106591116378,312,14
17.392240449926,78.62568156369137,431,17
17.447015310941527,78.63054625675593,340,12
17.368204164749176,78.34113148157431,901,16
17.301806779867782,78.44760440893356,412,12
17.21778854949429,78.42069308621177,341,7
17.42765804095511,78.42106816338047,775,20
17.457832209877484,78.62834704165454,433,19
17.368376526367253,78.3689212580837,760,11
17.384885011911734,78.41176588294579,286,20
17.479010508433774,78.62584651170853,781,21
17.583317748764173,78.55226412449284,585,20
17.46294992079738,78.32916007555457,928,21
17.242638476846846,78.61434726703826,875,15
17.308083945586823,78.38860348679553,537,18
17.49568668023784,78.31526816121762,90,23
17.405988191843925,78.4230408229992,237,5
17.4119605952666,78.51198049345405,723,1
17.590919869057977,78.40288219278706,231,9
17.392467069759032,78.57188144123278,39,8
17.315293715757942,78.51677864728775,613,19
17.45906511802032,78.57647637465551,885,16
17.550290785914616,78.54761232371327,717,20
17.275004188902138,78.5972293640285,915,8
17.472622705874606,78.58130456163627,334,14
17.413949116579552,78.50243423434593,693,4
17.49349229598526,78.56153752782792,513,22
17.257378667336678,78.52135154884486,776,20
17.29181055731973,78.47501929482524,382,23
17.331442344737336,78.54279472786267,151,8
17.212289055918173,78.6391410756947,843,13
17.20145996844248,78.35798558614587,398,10
17.274459171383164,78.51079876719444,748,18
17.36232948497666,78.46219515441096,921,11
17.446356961545973,78.46687744332445,20,11
17.2217977482752,78.54410156360039,455,6
17.596026032094294,78.5626713880116,924,15
17.36652579610152,78.31676197675395,551,10
17.494162424468126,78.43274407175586,278,18
17.32519275310775,78.49277000071778,576,7
17.575691749574617,78.43128863289633,641,10
17.561607889799774,78.60465614262078,642,18
17.272365351833194,78.57813868284084,973,13
17.332110595893933,78.51655458936476,252,9
17.312800273716846,78.64148565637562,518,0
17.58945717569228,78.63039519292701,282,19
17.574503620389013,78.45259575831506,883,5
17.240205321468807,78.35403439955276,827,4
17.589924966991564,78.36903367024782,290,2
17.4705237486709,78.61910495430392,596,19
17.216523598005207,78.52049107036576,322,14
17.573582788238365,78.51054316775048,826,9
17.513746489256025,78.36310250947838,736,2
17.31838913870419,78.44375808790488,81,7
17.480990526513736,78.43227023662665,185,12
17.21008234280804,78.44792910174444,819,13
17.35431550012804,78.33592281834396,17,14
17.542529735185013,78.50712373165854,972,12
17.320327644610717,78.39390295661588,919,14
17.49103823017036,78.35031236222973,971,11
17.566372447975347,78.30508103975407,691,1
17.257931558654683,78.48586729651021,81,10
17.46158445523753,78.4687242952026,623,3
17.443495976706288,78.57222607005323,103,6
17.350807561477904,78.40432770473294,498,2
17.56820507954537,78.3927054726725,133,23
17.285880278551062,78.31925812326358,486,2
17.585708363624928,78.52084918874687,878,10
17.476508419945667,78.46488288079402,59,3
17.365196623868272,78.49018112458866,211,6
17.4664025897564,78.5430908820523,574,8
17.38751762936575,78.48997862409199,823,2
17.216672752141445,78.4242364479281,336,5
17.530113386165535,78.47292136495878,427,18
17.31987675943814,78.41195270968727,517,6
17.364319512492628,78.43211247076665,179,5
17.2860477146989,78.57747132827294,469,13
17.239278653997598,78.60358319800646,167,10
17.525236505579482,78.54340781191672,602,5
17.578805900977788,78.59157796085131,133,2
17.59656885850918,78.31237932229043,276,6
17.36537531620955,78.52050737563114,817,15
17.52674797644115,78.48809976975608,180,12
17.42741847783101,78.30291636094472,550,13
17.383963008858377,78.64967216608503,502,13
17.442011523204727,78.34484350658008,381,15
17.38381485708336,78.64462787562641,116,3
17.310774646365036,78.54928421996702,28,3
17.571147702279912,78.45993132392925,498,23
17.447323041322512,78.5855932684662,405,6
17.344002341310425,78.40196204793266,549,15
17.370528008558473,78.53971659202068,52,20
17.29894687067267,78.44569829062173,430,4
17.5411242150692,78.53211358749599,842,20
17.2756386042682,78.4673725054172,808,9
17.597244679826154,78.36715454759629,509,12
17.571745700621303,78.41246345613476,722,16
17.43149859840035,78.57514487486559,556,18
17.20441611349808,78.6166253677213,502,1
17.473878359869868,78.5725334098043,863,6
17.27827132423507,78.50029441398532,137,1
17.54963699179557,78.45283544417485,152,18
17.40113077437985,78.45180943577749,801,15
17.245542541945657,78.63012405166901,269,23
17.325965234064746,78.56769230192728,636,23
17.292607782604716,78.41301106130344,643,22
17.46089461023126,78.40150859357303,396,13
17.209905033440023,78.49977686456515,261,16
17.261146999191716,78.30525482491097,966,6
17.26906068574284,78.49197817630555,167,1
17.477414582839206,78.40910304169151,109,19
17.59152926034797,78.47514355158266,85,21
17.35410101919111,78.52701900037337,563,19
17.547217130611465,78.5636048311912,454,18
17.5226801186855,78.58364351218925,966,6
17.355074862287672,78.55017600585634,116,14
17.20819565989813,78.55885876107091,365,13
17.346493247274033,78.64812105158114,622,17
17.2528773043444,78.63389374081987,765,2
17.230237200165764,78.45536890519594,520,19
17.478968333825705,78.58743719825358,676,2
17.465318860984176,78.61560349969464,745,8
17.443045487546726,78.5454709814349,914,19
17.366293386231664,78.47275634907481,560,14
17.3298724705816,78.56290946931325,65,1
17.342317678796917,78.48008375584234,375,17
17.593571280136914,78.39843828786424,951,6
17.59204615679736,78.58715944310616,786,22
17.305775329291272,78.50599090947135,683,7
17.558559534930236,78.32532089441582,528,6
17.431576579217587,78.56565476170206,211,2
17.24505962515116,78.54251669781513,652,5
17.516393520176408,78.51958404259607,771,21
17.527448331723015,78.37264818113174,744,18
17.258437480692407,78.62137087143986,452,13
17.404358295218767,78.61419709623033,588,20
17.34546243892098,78.39262280900935,683,12
17.339346685215645,78.44671005307035,702,3
17.424074608007256,78.5547240561877,320,6
17.24865160554656,78.38386445987015,243,0
17.36889996518151,78.50520254978561,894,11
17.533692193686278,78.39810074126693,817,2
17.312606872871978,78.37081370739799,639,17
17.348643426420033,78.34442516217483,247,7
17.33118863909902,78.31504385260965,325,3
17.50190923193875,78.51575800402858,711,18
17.421060401182867,78.57051133757483,701,14
17.218357892995833,78.6422632721686,211,11
17.322712011241272,78.39418244664168,459,18
17.481697416883527,78.31917440783405,917,3
17.538488768873215,78.61198417865502,606,5
17.345556423968603,78.4805957883792,184,18
17.307053503284596,78.42810632849621,685,14
17.470667588818586,78.48834463849442,183,19
17.426374495994082,78.35444599062255,156,20
17.492137795693488,78.56463956968024,81,20
17.331262817215176,78.4241467079488,366,8
17.30213823155057,78.60112711063957,755,15
17.333172088391983,78.33260212768442,149,18
17.440071368913184,78.30982377197643,165,8
17.290119584311405,78.48719727423368,336,13
17.342930056030447,78.46750659692586,557,0
17.48562242602781,78.4799048106107,306,8
17.31790571505298,78.37038291170325,376,6
17.511107194481735,78.3297662631115,85,5
17.56705467951215,78.30659397561732,372,9
17.316413195468865,78.44817744092684,608,21
17.22952536838186,78.44780407324286,917,5
17.557479771968204,78.58392695482058,731,15
17.560665811626897,78.53945335710888,55,1
17.261000539342906,78.5839048005117,845,5
17.23346040302114,78.46090898840968,156,20
17.460134853677534,78.6174624544875,824,4
17.53972747087645,78.33808703605108,964,14
17.240358739300277,78.35264514919966,339,12
17.337667275520882,78.38333608414777,979,10
17.520051214216423,78.43718249932056,812,7
17.566784500132727,78.58613420870762,748,3
17.353808432285604,78.35246702068468,690,13
17.30102295255578,78.55372907491362,109,9
17.211164715811933,78.39198485907121,420,7
17.44757506121162,78.35838729077709,410,7
17.33968920843332,78.30802378565275,179,23
17.39269849384454,78.30334424850207,790,8
17.38162365009741,78.59497312005212,243,4
17.31451557969413,78.3697703332141,112,8
17.3886574269959,78.39128787317782,367,23
17.543571129383228,78.51835520880579,975,5
17.416915943073324,78.61579688283987,517,16
17.46516177554913,78.30111857815518,580,13
17.398325016251913,78.51826269518492,483,3
17.521572743771927,78.58906418650263,49,11
17.263818686754203,78.52791779655696,908,0
17.24454770726642,78.58369917485392,870,11
17.55452297599222,78.48973061851207,70,7
17.46201443646002,78.57518341502629,826,5
17.348630642710052,78.59748465139286,768,9
17.357167949244943,78.47159826307121,239,15
17.589610768063068,78.61446570374898,120,17
17.55471474871874,78.57581036917219,768,3
17.228486162992624,78.48432315445822,932,16
17.367731018268344,78.48376430995775,525,6
17.4555513437284,78.6391065203016,605,16
17.485709804771908,78.58185514658098,336,18
17.211018558774573,78.3731886696991,235,5
17.579207843396986,78.36583089004557,948,14
17.495486554261856,78.31714755464328,388,3
17.351291672900096,78.3816013522595,612,4
17.573695125211138,78.56501446678689,158,20
17.25574380491258,78.44263207335528,655,13
17.308778808496427,78.38781388308638,169,20
17.219642329258743,78.4412103813623,360,7
17.42251891193571,78.50101434924996,543,9
17.540088168783793,78.56507600503258,360,23
17.379686476359655,78.4547865133718,307,5
17.213660188436805,78.40044284845169,698,20
17.5719917519298,78.54851830959471,281,13
17.268551719624604,78.3092678749814,809,4
17.43034648270031,78.45529796247385,393,11
17.26530579621781,78.47195611938895,318,6
17.4452113365074,78.5146349881205,80,19
17.41194378802317,78.32199334575638,199,1
17.590575650726198,78.36083177870685,61,21
17.28846227475045,78.61354716525902,226,14
17.285573216596834,78.55734557184249,32,22
17.216852265586652,78.56987632644487,392,7
17.52498792599198,78.40542305671474,675,19
17.31619553121951,78.47899941260441,963,13
17.284357129963656,78.45084713325845,30,20
17.364853388909957,78.33459153501376,596,1
17.24694052730371,78.42591974198051,456,21
17.446814471549164,78.323793587348,27,7
17.577358042056236,78.60360699821068,790,3
17.49429553290251,78.54732047255435,711,16
17.37340841481014,78.62024186273942,355,11
17.34254597655843,78.570762820188,350,18
17.20242043219814,78.3219782880594,361,11
17.524852220214502,78.47437702214113,368,19
17.47168849381938,78.51431108211757,894,20
17.346169366799444,78.5737722797632,721,13
17.35784345317823,78.64309037367822,832,11
17.316226130942685,78.47282103313871,137,6
17.555332595488785,78.50884420403949,227,22
17.544014704388452,78.40421953613668,77,12
17.274124834441704,78.50520516335249,789,2
17.450195575679032,78.54393212300144,658,21
17.209780809648684,78.61468447591277,927,13
17.239819797870396,78.42621605253498,642,0
17.430234813835355,78.60270071480757,633,9
17.209089438606373,78.5363408816899,345,3
17.575247036940116,78.34080259269379,796,14
17.2702644728975,78.35542390059446,566,21
17.471071227606807,78.47188749081823,160,7
17.311212201894396,78.45897721463325,666,16
17.31557804122485,78.31523274878789,205,13
17.285440392808287,78.35867091286329,869,21
17.21646761843778,78.38517807391231,729,10
17.434472989588773,78.33476895224366,708,17
17.50173177835086,78.47689328919958,178,15
17.583775784836543,78.3926864953442,452,19
17.25396847505936,78.46408950152205,884,6
17.42509942852218,78.60155821536426,780,22
17.37663687385133,78.44158900269817,574,2
17.206864677267607,78.3291218393407,217,3
17.38950809195249,78.53455522030659,780,5
17.33030583380609,78.45534086012285,574,4
17.215989353118257,78.49238213572396,42,14
17.250069635486298,78.46009372216865,924,17
17.491600610750055,78.43902987687427,358,21
17.361294817654183,78.30730388858206,955,4
17.41143060099203,78.57822649445852,51,20
17.427905598706282,78.51593799956677,574,17
17.258337341761283,78.47114143067415,390,13
17.323833575260906,78.43018349130904,459,9
17.554188434152394,78.49025451343763,784,11
17.54982988327663,78.43591352583803,415,14
17.528619766431046,78.40066075679692,644,22
17.59979776483425,78.37312516207328,659,14
17.407032765562708,78.44605615039362,722,7
17.241548928865207,78.54330651950933,441,23
17.470771591540636,78.30451844227122,644,9
17.284389491818434,78.42105587318804,284,8
17.374409610744735,78.33075579563159,135,21
17.306190281582452,78.53343841452096,653,21
17.584545336813527,78.32519687932087,234,15
17.531655414709345,78.33317745145037,140,1
17.44402751453167,78.56029408762984,245,14
17.552377289492327,78.61540480128056,42,15
17.381142719724394,78.46236363056002,719,4
17.596666360856617,78.48030457031699,104,15
17.552664708095655,78.5315664479337,390,7
17.298778450818787,78.31678304150769,236,11
17.53165247091371,78.48737008465552,113,16
17.384086970657997,78.35641623952685,819,14
17.343800094174572,78.34835020478931,595,3
17.55190718767279,78.3754424528401,688,11
17.213755248298842,78.60143804185434,524,1
17.51304788146269,78.35998061287408,136,0
17.256655684044073,78.38474286804174,892,6
17.513779785584195,78.61609707852368,905,12
17.513758315969937,78.58793642878865,423,23
17.234219474959776,78.6226628907076,500,13
17.368362255972958,78.52666262553483,643,18
17.488823911711535,78.59009236954113,480,23
17.36348254156738,78.63709516114487,661,7
17.423009138933576,78.47636923411106,59,4
17.245790656437947,78.36691342215558,512,7
17.35293398385877,78.60921398449288,365,19
17.502750113491764,78.61414582723869,918,19
17.385916936837397,78.37826070537021,683,22
17.49754807325144,78.4217505268907,956,20
17.37576880205521,78.4537961966067,146,22
17.47236027793114,78.37610282719358,494,17
17.489650168801752,78.3842823092445,70,20
17.231951282096208,78.56813062012094,919,1
17.587208110318347,78.64640326458525,846,19
17.40030449942589,78.63249771934392,753,0
17.202177992936825,78.34113843718617,523,6
17.5661530255958,78.33618507481879,300,18
17.30434758559026,78.51480334481438,442,13
17.546351704701927,78.5135015074583,865,7
17.402101913104495,78.49835273687418,99,7
17.403911632379966,78.53074534947272,564,12
17.49327809699231,78.33525467743598,103,1
17.307092215099843,78.30036559300905,592,14
17.250439427918078,78.43702590419645,227,15
17.45806180773243,78.32356230607657,305,2
17.43419857721416,78.30367438169377,225,10
17.44086820639169,78.51671005646733,419,21
17.597019518528374,78.37703919807088,382,6
17.221625267508777,78.42361956183284,694,13
17.56357218237962,78.452317815548,182,5
17.241329446728564,78.44788723616617,788,9
17.493700049682438,78.34923870110381,44,19
17.393859975703148,78.34592133972818,81,0
17.568049153606736,78.60369065133054,73,5
17.588545038478852,78.55057681982147,843,9
17.249624959779464,78.36602850302015,447,0
17.521950965547312,78.3917753194618,963,9
17.394379821874686,78.52676921116216,744,1
17.54523239990873,78.58758544576057,363,9
17.37006587134704,78.4059163829622,102,12
17.299147052096007,78.58837609724387,619,11
17.40051230329904,78.45310092334702,463,15
17.27076295049687,78.39643785649115,314,10
17.500612691336013,78.31732038171687,537,13
17.463462923671308,78.37118762922168,599,21
17.266476037473684,78.59672438089999,733,8
17.397214914101653,78.63770691188037,967,4
17.520617679757265,78.32401335454152,317,13
17.577333108691487,78.53148298278525,381,17
17.28686393407057,78.44322064223853,514,19
17.40126852574926,78.478663558182,738,14
17.472932124296435,78.3101629421242,658,12
17.432485443879678,78.46451827341184,480,3
17.279568816683447,78.47029633981911,274,0
17.45276555104883,78.36478626907767,454,17
17.35815845941277,78.38892215381556,585,21
17.51555146190004,78.39465496547605,618,8
17.229916363727096,78.35643889148129,354,13
17.403202235885594,78.60569986562228,501,16
17.48969808148103,78.43779556993763,776,18
17.257173765949883,78.4791266450485,328,5
17.200496631704254,78.337070648135,948,5
17.401200188351954,78.64632853208136,691,21
17.442516320451563,78.42033298528355,424,19
17.509032783260082,78.31642055731304,993,14
17.369255235795713,78.40706180430786,677,9
17.334171790451958,78.49244158789139,876,20
17.40339245904569,78.3668991840507,661,8
17.41070454668316,78.60031560395839,683,17
17.48957609054474,78.63221817052471,888,20
17.350860718426972,78.47908845078419,93,21
17.217533055305232,78.45514263837948,538,17
17.4513458045847,78.3431922730919,847,3
17.2218210374845,78.39344634265865,552,21
17.248796341590403,78.37759028229901,410,17
17.481344849568885,78.60993660424158,414,14
17.364968652150104,78.63026865842862,386,14
17.312719014906207,78.56255421384996,359,16
17.384251429052345,78.51717345968216,740,5
17.46165283141799,78.61716334333472,350,18
17.288147707456876,78.45614358108052,60,3
17.276930488124062,78.51266578583028,983,16
17.54763076605248,78.56894857460482,497,4
17.470370103870405,78.605904537996,867,21
17.25290021402208,78.53639219974251,228,4
17.299926434418367,78.41754418033831,650,8
17.297757257285834,78.36021823483915,746,6
17.569734873646546,78.42979298278765,857,21
17.447421501453682,78.52832969007954,915,5
17.414767759892545,78.44413012893274,958,6
17.599891002358664,78.40828679250312,320,0
17.486632877382554,78.31255143955158,734,22
17.391717136994053,78.43491909508421,737,20
17.427925328742074,78.54613889023756,636,15
17.215531285986128,78.53497002356491,598,23
17.265704761641306,78.52492534659935,208,0
17.210870385706084,78.36229210615541,468,0
17.50699986933236,78.47597695676099,510,21
17.299584482798824,78.44130972698312,944,18
17.364938620933163,78.63569359235589,405,8
17.402852520814477,78.37781102660504,994,17
17.429236447740077,78.59357611104878,879,3
17.217037749059884,78.34345345898932,817,18
17.278974377719603,78.58116370002392,724,21
17.53687079012555,78.48865754719543,487,0
17.47292859653103,78.32712000902544,383,11
17.599961647791467,78.60437603294282,297,7
17.575888408659132,78.52366881833645,344,10
17.378261571969958,78.4596764138918,935,21
17.52247176844448,78.30373987750372,793,4
17.45544097748807,78.49821799420984,240,12
17.239980434536243,78.5736713330271,716,8
17.339931747447743,78.56551396359619,15,1
17.316585609477343,78.61517704220049,569,1
17.23066317335661,78.38627545846526,314,3
17.457442192115085,78.31987821333527,612,11
17.526270460690107,78.3264463988108,831,8
17.598793303100653,78.32985039680105,341,11
17.325775073612057,78.4676167892727,652,0
17.436098898950164,78.3930600632418,297,23
17.49784503505891,78.52636198601586,750,5
17.347427332486664,78.32822693152431,672,13
17.21725646033057,78.53510161803023,247,9
17.39434808192662,78.31167761202094,998,13
17.23988000704658,78.36394108608746,489,15
17.290447488764777,78.59916963503976,383,9
17.455607320594854,78.64602621495706,293,17
17.282940934164913,78.61391231958142,433,20
17.508006559600886,78.61671621371049,561,7
17.248222622226738,78.56941519510207,810,11
17.573944361826467,78.444783573132,698,10
17.280492317122835,78.56072084741523,250,14
17.404431938622835,78.5134534752177,900,17
17.406388196135474,78.37189813773941,842,20
17.59614692338638,78.33728253111306,303,4
17.345106107229682,78.61177114298707,838,18
17.35683304574467,78.35752513608448,275,17
17.594767815597375,78.57116863363508,941,12
17.4652322768995,78.44100953369677,631,18
17.28148614417358,78.30269424014188,424,2
17.33857351318379,78.48994980894113,465,6
17.341123055226397,78.31905688794428,423,10
17.507984126984645,78.36796220396711,596,13
17.250005550179633,78.3327795664011,437,7
17.553662381171428,78.60071020908056,667,17
17.23337938389022,78.64603383482788,342,11
17.39148805299709,78.56531731503983,500,22
17.311479928170566,78.57270410190648,699,14
17.49842780863868,78.35588942250237,934,0
17.263176594383353,78.5408807535134,583,23
17.55346030296798,78.43226971956497,148,1
17.35026294370386,78.48816604770668,990,13
17.251339848713414,78.33541963306041,239,22
17.44637139287059,78.56372948689217,522,22
17.340495963099478,78.31401730719011,224,11
17.584983827681178,78.339338885776,486,10
17.297318337567567,78.37194171766636,23,23
17.259729570706856,78.59472585194686,836,8
17.505799501193472,78.55386139415802,834,9
17.387341779410864,78.59587760051662,979,5
17.352089938257894,78.6020724564739,559,20
17.21588175316383,78.56746323518519,630,10
17.314788268452844,78.54578262960047,603,10
17.529153389895384,78.59444790959377,496,7
17.52606850718941,78.56878640614232,948,13
17.56369705086084,78.47266538103864,503,6
17.33592027447221,78.32563315773142,224,6
17.41040981388263,78.30696034420608,610,14
17.494917438094337,78.36668372046267,1000,20
17.209534860666928,78.60503357851296,594,9
17.407268506939094,78.41553204159017,121,5
17.299357507597865,78.6151161039486,215,13
17.20675530692788,78.41391685641312,479,0
17.344274249869272,78.56026812813762,547,20
17.453557852763858,78.42291573523126,279,0
17.541792657029188,78.6089325795907,201,15
17.493687416729788,78.64483294899165,846,5
17.58138021241052,78.33193954491057,11,8
17.28083175624609,78.43907599042447,92,21
17.27677784550172,78.55538986528602,450,14
17.237186850158757,78.50882951491127,876,14
17.392164563201273,78.54764573051968,706,14
17.57223980253902,78.54934515743547,914,4
17.50308408519505,78.6331999763585,201,2
17.372043543791463,78.56102931481914,800,21
17.471215029940378,78.48011011669789,708,23
17.27602088120566,78.43195965523313,401,20
17.48362828964074,78.57693298752423,957,17
17.40690809154352,78.59420720251849,919,23
17.38970980401257,78.54839015792382,323,2
17.44785134949398,78.43946380367643,810,1
17.37616503351311,78.44200036115458,519,22
17.230870286892785,78.57256077287462,844,10
17.350638892364238,78.31406271130801,583,1
17.21848335764398,78.50372980180275,619,5
17.505255752687106,78.58406597234578,21,1
17.39266759959999,78.3942572197473,426,0
17.395916243338515,78.5041065156193,892,0
17.54641941588381,78.30716106696316,31,17
17.555751169963848,78.47121038811981,369,16
17.378270591605197,78.36759962671488,61,6
17.28000779011246,78.55951255611602,553,5
17.35879748730655,78.59439504190928,693,21
17.326597051832927,78.38299370090715,893,3
17.501638753575854,78.58754737657836,765,11
17.336152497449266,78.30556331538183,672,18
17.223355242075357,78.40656412411714,484,2
17.344631009733902,78.41433504425797,443,20
17.225264455899925,78.42597712253175,229,14
17.35844743535375,78.62796145424691,661,10
17.209139748116268,78.39373727383996,977,4
17.47492992839563,78.60480633480937,112,14
17.264406901106096,78.40530729255768,137,8
17.590575414360657,78.30243514125524,446,9
17.3231369007019,78.46060630592463,479,6
17.361578775248468,78.59719201295917,420,5
17.285445923929935,78.52518392139594,871,6
17.224667639761595,78.41407400865747,921,9
17.385398222187174,78.57194118993536,680,2
17.50279983890585,78.63269715074384,212,4
17.588946367726265,78.34918136779595,34,12
17.29771449014242,78.48050229782518,580,12
17.3670192678353,78.63606004307383,620,6
17.520301035911583,78.43097977260135,704,20
17.311584311780894,78.57848361672781,575,17
17.30526241490359,78.51791807307978,218,19
17.57623529803602,78.47053968053672,915,14
17.530152642072935,78.50230725911341,821,17
17.55064900258591,78.31986681823577,195,2
17.46319354796343,78.38090255499986,823,10
17.493304741489684,78.39707791706306,545,5
17.59058579973437,78.46684520938052,180,12
17.24639416700657,78.30849943567858,598,0
17.41565882624674,78.63475879274695,615,21
17.231861197860148,78.53149555645514,224,16
17.30329941430123,78.44533275858448,298,10
17.329721599419848,78.50815640012237,874,2
17.20353689078591,78.44103001232243,537,4
17.396642543135354,78.61304262681178,360,10
17.417520787948945,78.46154081327978,306,5
17.55616909835081,78.57557124538525,946,4
17.220663724129817,78.57606633595782,376,16
17.508817571650926,78.353343242412,418,12
17.323086847003353,78.3501082319895,411,5
17.583698854016685,78.54171564520915,243,18
17.266975671737928,78.33671867110858,231,3
17.50049507681747,78.56098549588964,72,23
17.50408754235508,78.50194482165716,732,18
17.319882451656568,78.45620417762277,414,6
17.449516279041145,78.559153269721,885,18
17.393298137011577,78.37007547780597,812,6
17.592460336306228,78.34925956513406,86,16
17.44897473330437,78.36716097163904,52,19
17.2903397911303,78.6146403804015,880,21
17.212931082335032,78.52339369548118,680,17
17.291740699007786,78.33729840655485,376,2
17.588781783270168,78.31072583093624,482,14
17.401181891412033,78.4413628254816,378,3
17.495274532228752,78.49492169811909,10,1
17.357218474561165,78.48042895243562,253,15
17.57562651852398,78.61613644488459,465,5
17.453532127729005,78.59845578123702,906,18
17.577904327668346,78.5574833204708,667,21
17.49415436293215,78.63848036595776,526,19
17.59647811606338,78.43021666465424,215,13
17.317620830547792,78.42703404049702,408,22
17.48316455477239,78.3857211132713,765,22
17.227657034672607,78.43336797445309,344,18
17.374426224410296,78.46660071149277,756,6
17.4144154845801,78.4686547962806,987,6
17.225378945885314,78.4538828962041,935,6
17.515165265597144,78.50568615117722,233,3
17.377935804481947,78.56275294514678,916,21
17.447462391481015,78.43602466703283,219,5
17.369082533910884,78.63055563650201,107,14
17.20516337435834,78.38475075392901,191,15
17.492991403256042,78.53021994235533,962,3
17.414432664430734,78.41417580308219,1000,6
17.425108366433687,78.35270621136074,628,0
17.523039893837243,78.52855563738493,277,21
17.286439072214357,78.58289612736137,295,16
17.502337436395507,78.51265622992155,792,11
17.264572851287685,78.50298136464056,964,14
17.33142636128616,78.35766438696334,121,16
17.316022160046646,78.49482686644403,492,5
17.522015040235893,78.3263445724614,334,16
17.543317535553918,78.5571811146655,962,1
17.59897583605038,78.57211142398833,342,13
17.43061216338926,78.32112772485483,336,11
17.317930034996863,78.35984709587872,130,12
17.512831419724215,78.43256599613609,624,21
17.393049851425396,78.50532570093257,464,23
17.35784341960925,78.54521666593095,348,13
17.4887479208695,78.44291929204171,595,0
17.289036292299517,78.4049032746013,813,13
17.312049048618096,78.63026824616152,814,4
17.59482542617119,78.58337025345119,490,1
17.415202079287166,78.3350427298533,854,8
17.240241117248527,78.55330623446336,574,14
17.337441167816852,78.5344489472995,41,18
17.373665424900118,78.38487330954679,833,17
17.22220982633481,78.32774121802952,363,14
17.55891395777699,78.52432580902092,704,2
17.370855737905217,78.3260009211993,163,21
17.40171203208252,78.30806028555537,807,21
17.307023291286285,78.46175708524346,184,10
17.379427399269087,78.36886839643255,732,17
