latitude,longitude,congestion_level,speed_kmh,hour
17.50124831239575,78.49728158367736,40,40.0,18
17.478391677998104,78.36307826114911,74,23.0,14
17.449423094511026,78.397704600227,16,52.0,10
17.21832847967112,78.54180222009875,60,30.0,11
17.304479874488678,78.35734404470037,39,40.5,4
17.276692413087012,78.31989651757956,94,13.0,13
17.4123381679351,78.61464418148731,5,57.5,1
17.367869430191593,78.43203074156246,57,31.5,17
17.40219271813176,78.64941308631059,50,35.0,3
17.414782602249424,78.53846317945347,67,26.5,15
17.394603674946076,78.40137180268995,92,14.0,17
17.435113525447647,78.47836812726162,98,11.0,20
17.508342423111028,78.58910482066759,88,16.0,2
17.459391397766396,78.51775626377707,44,38.0,21
17.414130585460043,78.35979015069822,90,15.0,15
17.547387192805473,78.63825760487684,56,32.0,1
17.327378024146604,78.42962181093401,40,40.0,6
17.516042895678755,78.58824125149545,81,19.5,6
17.548312416863652,78.49260999462206,76,22.0,13
17.485919280220354,78.48943673504205,79,20.5,21
17.34468362202182,78.39939919738367,65,27.5,9
17.31352066957338,78.60005040711845,28,46.0,19
17.530201944542814,78.35596864815967,97,11.5,9
17.564915840445586,78.44631206182848,18,51.0,23
17.31221854932049,78.56228482907717,18,51.0,5
17.221699771869947,78.57537329363403,30,45.0,1
17.35403996114348,78.31399664616819,62,29.0,15
17.333231548275005,78.45547252053696,0,60.0,6
17.493964306803502,78.6351928647647,12,54.0,4
17.4464169873641,78.37979731225543,82,19.0,8
17.518556747007203,78.31029107108965,62,29.0,13
17.325292944667964,78.4477008252329,33,43.5,21
17.39022477466196,78.56135396470388,6,57.0,6
17.251491197828113,78.30981815931885,14,53.0,5
17.48188926093681,78.37818323304981,26,47.0,23
17.22359869807739,78.52209146042784,15,52.5,8
17.265247080085206,78.53329893685934,96,12.0,20
17.567785286722096,78.4070806109156,20,50.0,13
17.315612906315362,78.54344992183688,46,37.0,22
17.216374957762934,78.61056525846925,9,55.5,1
17.3259610688776,78.6227570129049,97,11.5,7
17.304661133896783,78.31764619163603,72,24.0,8
17.492129195979437,78.37566243609895,11,54.5,10
17.48578047149094,78.45432237609874,41,39.5,21
17.244992765650096,78.53293216150075,50,35.0,0
17.36559865610532,78.4937382488003,68,26.0,20
17.589004613192426,78.37973741482827,83,18.5,7
17.38672537881013,78.37746857668223,15,52.5,7
17.50610689617483,78.30013535068488,4,58.0,17
17.206942008739777,78.41464069973568,50,35.0,0
17.58441255983777,78.52747607193591,88,16.0,23
17.35927901773669,78.40309327436648,12,54.0,10
17.396921904497475,78.44451629851571,97,11.5,15
17.457848326319734,78.60737655258221,1,59.5,19
17.382514927175976,78.46953834588912,84,18.0,18
17.252349836327216,78.44165696732581,98,11.0,22
17.482457914563643,78.62758843453545,66,27.0,8
17.518642616524865,78.50112867189901,69,25.5,12
17.59143385171262,78.52030568991331,44,38.0,15
17.339985157989233,78.62521093487943,44,38.0,19
17.484739650918275,78.52054520954799,12,54.0,2
17.247288455182556,78.60669015072592,14,53.0,8
17.404720365926604,78.54135139505286,87,16.5,0
17.40512784452879,78.63614301227663,58,31.0,8
17.40965208872104,78.48803201403882,60,30.0,1
17.589519657349854,78.53486022169305,45,37.5,5
17.303020411549028,78.55509046818067,97,11.5,19
17.588115730533264,78.5057243069148,96,12.0,13
17.272872169426247,78.31684679975689,68,26.0,18
17.300393718134522,78.5494192748691,67,26.5,9
17.22750136017386,78.31898107752112,46,37.0,19
17.36481866491938,78.30514490890315,88,16.0,11
17.504954439451428,78.35601225789307,3,58.5,10
17.58370827969344,78.4789397566973,32,44.0,14
17.30921346382132,78.31952342401428,32,44.0,9
17.371514482921924,78.61866318154368,99,10.5,10
17.324714834265325,78.37483949060496,81,19.5,12
17.254209019305893,78.36627754999503,59,30.5,0
17.358595954938018,78.37440363693752,9,55.5,1
17.392006126173786,78.5719713073453,84,18.0,11
17.221942924736627,78.57187007013864,96,12.0,0
17.204758261508378,78.4456169002458,23,48.5,3
17.24735297775603,78.63398231408453,17,51.5,10
17.513973958368094,78.48046804396212,25,47.5,18
17.313617299163816,78.33795823408717,31,44.5,8
17.58534170498594,78.60361201595823,8,56.0,17
17.476311952054576,78.6438327168254,29,45.5,19
17.5725314394494,78.57446654372389,83,18.5,22
17.369537515808428,78.61609094018078,10,55.0,21
17.579176320406795,78.58659732322937,1,59.5,23
17.531647845581805,78.48103882706553,22,49.0,15
17.477043404854587,78.489624565269,50,35.0,3
17.385261129569884,78.58611203964841,97,11.5,20
17.509149167970932,78.57731426370748,69,25.5,9
17.52659199403927,78.55660438942245,20,50.0,10
17.275054414176477,78.64818597575895,82,19.0,12
17.55525892857944,78.50767025825535,99,10.5,16
17.39532475718405,78.50393871141213,68,26.0,18
17.346734309148047,78.57400064001213,74,23.0,9
17.400896026917028,78.47932869465622,44,38.0,0
17.484845615434544,78.57557139739029,11,54.5,20
17.2727948669087,78.63295574007725,43,38.5,18
17.344863683217625,78.45149824241447,35,42.5,17
17.257248121097398,78.37918048368648,86,17.0,17
17.507460502159397,78.3225253312315,1,59.5,16
17.46056092294967,78.38030843905953,47,36.5,7
17.312163641548405,78.57854702754175,15,52.5,3
17.427635238208126,78.32092582460433,37,41.5,9
17.567847123267118,78.48714823034857,85,17.5,6
17.583627907551538,78.39140483072109,60,30.0,8
17.555729033196915,78.39398445211353,95,12.5,8
17.42880960818575,78.50379212938212,65,27.5,13
17.2360913411691,78.57326536991184,3,58.5,21
17.57380564313757,78.30341501533678,88,16.0,21
17.285376112979268,78.55708084740223,47,36.5,17
17.22369046296738,78.32629941593191,71,24.5,10
17.264621336087604,78.30093467719286,11,54.5,3
17.593696396615464,78.40407736742381,43,38.5,3
17.25444707365105,78.46357188450176,39,40.5,17
17.22184222175078,78.40202893048442,85,17.5,8
17.520580582476263,78.39042025121475,88,16.0,10
17.289676038292612,78.48281669663434,88,16.0,2
17.52762530323725,78.4937147745524,79,20.5,23
17.48583892021827,78.38449811230913,13,53.5,18
17.48709249397938,78.45121390874137,95,12.5,2
17.533948759868363,78.36334410033457,77,21.5,12
17.250938386022206,78.53937532612237,75,22.5,4
17.46048167818212,78.38792804688131,19,50.5,18
17.391368860249063,78.64513097373873,11,54.5,20
17.42292288830188,78.34127467379874,15,52.5,21
17.476569588127038,78.41490905770645,58,31.0,7
17.56054807223816,78.58139285260772,57,31.5,22
17.58159062041385,78.35703756783846,60,30.0,13
17.492505898256358,78.44155053034426,93,13.5,10
17.536630799782493,78.53661492834676,66,27.0,4
17.58829094212774,78.59807130211239,34,43.0,17
17.41231730877958,78.43850384789636,45,37.5,2
17.32375603590538,78.46181413764512,71,24.5,23
17.55480917523595,78.34339866300942,0,60.0,9
17.457700303318592,78.47079887610955,31,44.5,21
17.46318162243913,78.4985608353428,46,37.0,18
17.310899656336776,78.38540899715552,86,17.0,20
17.26505606637482,78.62981680729571,74,23.0,11
17.42698709893929,78.455676435502,96,12.0,15
17.239554691947582,78.43645297307513,91,14.5,14
17.393783468808824,78.41141603853728,49,35.5,7
17.44410529455261,78.50736511927894,29,45.5,13
17.533553884905466,78.31058677389352,66,27.0,23
17.35788223936686,78.63327263987586,34,43.0,16
17.580845799268797,78.60357122749065,31,44.5,5
17.21599657726448,78.34281239667723,79,20.5,3
17.338478506183176,78.48987649478313,58,31.0,6
17.566273066965056,78.6410065310211,6,57.0,4
17.50004558446867,78.621993975548,99,10.5,6
17.576842791133434,78.43630332896524,36,42.0,13
17.36644049679521,78.32815362957282,84,18.0,4
17.539345909438055,78.61972668778566,28,46.0,3
17.273546126852754,78.56412283737316,69,25.5,18
17.52074033547452,78.41134187513336,22,49.0,2
17.465287188731317,78.33247825192329,10,55.0,9
17.22930973011374,78.41517096790125,35,42.5,5
17.247808201224476,78.4651918620513,29,45.5,7
17.554839677969216,78.45930549230347,82,19.0,23
17.55179261412565,78.63095217771007,5,57.5,1
17.24274967449206,78.60398026065953,4,58.0,18
17.575510630747573,78.45691621466088,25,47.5,22
17.221905953684633,78.52757531830424,19,50.5,16
17.411615406742435,78.45231353021948,76,22.0,4
17.215390049654072,78.3597844379998,74,23.0,16
17.390481938824035,78.52457194162866,76,22.0,19
17.406044743255784,78.56519596481866,60,30.0,0
17.320736338065718,78.41191036644558,36,42.0,12
17.278479484423226,78.59657849830923,88,16.0,21
17.244409466579338,78.42351284270266,11,54.5,9
17.51117552458965,78.30371005751095,74,23.0,1
17.222547887853366,78.54349372153813,19,50.5,3
17.51075881208839,78.63490028101162,76,22.0,11
17.273961581249587,78.47273378600077,51,34.5,4
17.42218362802886,78.39312751980877,29,45.5,9
17.318409260725986,78.37036606493089,61,29.5,2
17.30378800730107,78.6421225295995,65,27.5,11
17.359742369747245,78.55009097132871,15,52.5,22
17.493425322246306,78.36447439704004,18,51.0,18
17.480469380173147,78.30080780187808,49,35.5,13
17.41716303140501,78.48856916761679,6,57.0,7
17.33759859251629,78.4556737728883,13,53.5,1
17.207530155322768,78.62315879706021,95,12.5,16
17.58597236083567,78.33460813844474,63,28.5,16
17.399448538443966,78.39820374887218,35,42.5,23
17.203510023048434,78.37339621989022,43,38.5,16
17.219611297036217,78.4286482188702,73,23.5,8
17.430332995052854,78.54939346624084,50,35.0,0
17.398964617406286,78.37421452350956,66,27.0,1
17.488753824026592,78.51465978956989,50,35.0,8
17.593185392768234,78.52108246296054,47,36.5,0
17.44700235608548,78.51077161640197,41,39.5,6
17.249129962874623,78.34334924512825,99,10.5,13
17.379174016824503,78.43578462882265,6,57.0,13
17.569261299059292,78.52596715683224,57,31.5,2
17.363266892554094,78.42939325599541,87,16.5,10
17.409529679070648,78.38875561964406,12,54.0,4
17.53444150914621,78.594611259275,80,20.0,16
17.43056051729956,78.42565762091641,93,13.5,4
17.37262135288097,78.45589251885363,70,25.0,17
17.507714395598693,78.6423999859683,68,26.0,8
17.281456495109996,78.47868648205417,85,17.5,3
17.434730655971755,78.63659991023103,58,31.0,1
17.351856298929,78.33952709100586,6,57.0,11
17.591329461546124,78.52598121066808,15,52.5,2
17.560854843267627,78.34634689821732,66,27.0,8
17.385975131953256,78.36320631006993,75,22.5,7
17.311839858537283,78.35649112401674,65,27.5,5
17.423217661102573,78.53831273385714,58,31.0,13
17.212499053608987,78.32171973706542,28,46.0,2
17.413118908417346,78.43914482919237,92,14.0,8
17.20652493122417,78.38333877626309,0,60.0,8
17.38277588344999,78.3954761946494,98,11.0,2
17.406014114248013,78.3129949446135,15,52.5,7
17.447097135207404,78.30144725066633,26,47.0,0
17.527138512050332,78.56112370181683,78,21.0,12
17.44751456581702,78.5270333621625,69,25.5,20
17.56234051087525,78.46465130040683,13,53.5,13
17.58857492815086,78.4614480814965,51,34.5,11
17.464564548901205,78.51814840642164,21,49.5,8
17.47527346997484,78.34226105203338,99,10.5,12
17.288903381398747,78.51645793003888,32,44.0,17
17.55436032895217,78.33371650998863,22,49.0,15
17.50893672383679,78.35136597402315,22,49.0,9
17.272130931003783,78.63334591834207,2,59.0,0
17.433588964958904,78.31019277607642,97,11.5,9
17.45213440039936,78.58962659951672,68,26.0,4
17.508555422572936,78.41270660974119,63,28.5,13
17.230541651793008,78.30833589536394,14,53.0,11
17.510915865944014,78.57265033558076,29,45.5,11
17.567215432438935,78.59906959217311,87,16.5,7
17.39786949862533,78.48055458931132,75,22.5,5
17.36386781739674,78.30975082193886,11,54.5,22
17.448323445064315,78.58729317781206,22,49.0,15
17.31565234891949,78.5340833443531,33,43.5,15
17.53854796189542,78.59656583147182,71,24.5,15
17.3480608060568,78.35410469892034,98,11.0,15
17.515994005929514,78.4791588930311,50,35.0,17
17.453559663022258,78.5776754658514,4,58.0,18
17.553212189639122,78.4095628940756,60,30.0,11
17.352960818202508,78.44299061982798,11,54.5,22
17.261948321365182,78.38738439257342,96,12.0,20
17.441156205198304,78.30440474840313,80,20.0,23
17.394365940551733,78.39929291053674,90,15.0,16
17.556175992002068,78.52227013013581,16,52.0,12
17.24854600654938,78.4341440295382,62,29.0,3
17.573601426180755,78.41143106328938,48,36.0,14
17.40744538843866,78.3818079256033,17,51.5,9
17.335402008400056,78.53686664102156,47,36.5,9
17.335527259778758,78.32287690375877,50,35.0,7
17.2066759064091,78.5691322048751,30,45.0,14
17.426674798305445,78.42636008672542,10,55.0,15
17.26222895434396,78.6496341451674,60,30.0,18
17.257641751730674,78.32246389563232,71,24.5,2
17.505427143830534,78.36575517133512,98,11.0,6
17.57143809888782,78.49261265563963,8,56.0,18
17.468177052972173,78.53887093984363,72,24.0,17
17.33316081818238,78.42291101599437,92,14.0,11
17.39422554214716,78.40972309123613,19,50.5,5
17.45987481053904,78.51418842833472,80,20.0,14
17.51372094560229,78.30713633778464,16,52.0,8
17.375104468587573,78.31320025205363,87,16.5,17
17.38000545775464,78.36728343073999,70,25.0,17
17.453612695913638,78.44738414281558,18,51.0,20
17.345848051441926,78.63087546842618,67,26.5,5
17.228976904087958,78.40135011728347,21,49.5,18
17.592933894223957,78.53272346760149,56,32.0,3
17.22776775271059,78.35720007331204,28,46.0,12
17.491389372912767,78.30242395891747,45,37.5,5
17.306750426648467,78.33617519320845,93,13.5,23
17.394815573864584,78.30419318654087,73,23.5,10
17.558020972245163,78.40729072648469,73,23.5,16
17.46948011314334,78.30231441846757,68,26.0,17
17.51055097383889,78.58688508029545,66,27.0,8
17.477087906180433,78.36653456340751,21,49.5,0
17.555127334691317,78.4775621277591,79,20.5,19
17.375448710120008,78.40393713802047,96,12.0,23
17.320540511869694,78.33853727189016,86,17.0,9
17.354875080557907,78.32486119353001,37,41.5,7
17.41856439658298,78.53396802486776,1,59.5,15
17.297126171420278,78.60433525463802,53,33.5,6
17.481456222928475,78.53870028050298,27,46.5,9
17.231227167711033,78.55696659334644,87,16.5,15
17.322610084474597,78.55804912682092,96,12.0,8
17.57984036285125,78.39544747747873,86,17.0,23
17.314977131051666,78.4831916129026,2,59.0,12
17.346834807058265,78.36044289090654,23,48.5,4
17.24503786657812,78.4581406578679,87,16.5,22
17.385506606415294,78.34433558587709,27,46.5,13
17.210967552285666,78.57897283160693,75,22.5,22
17.393171578212126,78.36211265964518,6,57.0,5
17.25142757818535,78.38658542267751,64,28.0,8
17.304912410517346,78.60861117114618,29,45.5,19
17.510166899822476,78.34443193159784,13,53.5,15
17.29562158667455,78.31514692682269,42,39.0,5
17.293506900554355,78.47752193430648,12,54.0,15
17.33717727909084,78.6391856380228,100,10.0,11
17.24825208034777,78.61037133090764,41,39.5,23
17.46109560811665,78.3558115891108,64,28.0,3
17.309830882735046,78.40767038027602,49,35.5,10
17.57651781082319,78.63284405129508,2,59.0,18
17.55507953837839,78.52968064370528,16,52.0,9
17.521207750858945,78.3256172110962,21,49.5,5
17.492049993523942,78.30128901711696,18,51.0,10
17.236022692157402,78.4600757311132,40,40.0,22
17.395621855897218,78.624930918498,39,40.5,15
17.24227318818663,78.33582623951638,22,49.0,21
17.520100497396676,78.60048514246087,52,34.0,1
17.478542013441842,78.6179785592903,72,24.0,15
17.39044947902413,78.44324671219319,94,13.0,15
17.494508933450938,78.4839485386357,82,19.0,12
17.283533735093947,78.56487835960644,86,17.0,23
17.23250547338804,78.57012137177456,8,56.0,12
17.58703658284962,78.3668737516962,0,60.0,12
17.45711591562657,78.57075521171241,58,31.0,22
17.510167719002716,78.5898077213526,7,56.5,4
17.437209099353744,78.58508534295537,38,41.0,3
17.513790797840876,78.47983332465957,99,10.5,18
17.21482999180178,78.58161347075077,72,24.0,19
17.372879529483107,78.47244799783365,46,37.0,2
17.52454745727588,78.42990017068199,24,48.0,23
17.53558400114248,78.41991948119104,79,20.5,18
17.274501579075064,78.38976029980815,9,55.5,0
17.240349759919855,78.39533912866823,68,26.0,21
17.39232035755957,78.62762412829107,59,30.5,22
17.243018145143093,78.43095849133292,59,30.5,14
17.42930119309602,78.43409355555441,8,56.0,22
17.3044763114347,78.50758403591296,65,27.5,9
17.41802422178267,78.32970429693204,88,16.0,5
17.344180507233173,78.48324082197709,31,44.5,8
17.229771251149906,78.35228593049958,6,57.0,4
17.53799464646612,78.54779492338095,63,28.5,11
17.48863352550017,78.422516330611,36,42.0,1
17.473543825763446,78.60926568265644,47,36.5,22
17.52331678372604,78.43869162232112,27,46.5,3
17.573186523729174,78.55611559900677,91,14.5,18
17.561843409893953,78.31469887053964,23,48.5,6
17.316418746852865,78.51672226013224,13,53.5,3
17.288654791130618,78.46105278718585,71,24.5,23
17.52792242064128,78.47757044176782,35,42.5,8
17.449007622041346,78.59759668653862,97,11.5,11
17.426195053479145,78.48295283476146,88,16.0,6
17.533137124713463,78.45482990149529,84,18.0,16
17.266929153329553,78.62099785043472,67,26.5,2
17.35347620529736,78.60002204690012,0,60.0,20
17.32886422371777,78.32418701241562,13,53.5,3
17.511522507273742,78.34599432685796,69,25.5,7
17.57993942156563,78.5369781859658,83,18.5,7
17.419166440415655,78.42840586597325,68,26.0,12
17.321153134914077,78.54974471413703,99,10.5,19
17.218767214381966,78.43907731743835,41,39.5,6
17.21834597438769,78.46198343810579,96,12.0,22
17.382128579973067,78.44276107536,43,38.5,9
17.266363886619622,78.41781030413655,66,27.0,4
17.56712922368509,78.57195694165802,69,25.5,14
17.575866181156204,78.60184664202352,50,35.0,2
17.530237736676785,78.43707518760705,15,52.5,7
17.207003177398256,78.63877435737271,89,15.5,13
17.320542138313144,78.62193177570434,65,27.5,17
17.524251206089545,78.5376146616659,46,37.0,17
17.499298536286975,78.38484522276637,62,29.0,23
17.311842323953467,78.47634363472498,100,10.0,16
17.58739877000506,78.51763243371991,14,53.0,4
17.482889418681957,78.39810308708537,69,25.5,14
17.236334015772037,78.44410712218927,50,35.0,17
17.2810772715768,78.64685482731825,98,11.0,19
17.376557312918788,78.41733983802952,8,56.0,19
17.378591159569588,78.50154406196201,81,19.5,22
17.54140573875621,78.57666605707468,1,59.5,2
17.470985875691923,78.3927607624915,10,55.0,22
17.487614689887195,78.44532412277508,56,32.0,7
17.474635863842096,78.32191919647269,18,51.0,0
17.51387586526278,78.50183248188593,68,26.0,18
17.54936533384246,78.57591754611393,54,33.0,22
17.250459777129574,78.6225284011074,21,49.5,16
17.43719698459632,78.54963565354151,9,55.5,1
17.461335229721065,78.38870501448667,79,20.5,7
17.399665032939417,78.48294285642582,50,35.0,14
17.548381879800704,78.3574118439526,17,51.5,10
17.427333569739968,78.60658635464348,42,39.0,3
17.208176715715325,78.43562588565976,67,26.5,21
17.282337884309396,78.57430419621309,81,19.5,2
17.22325577298105,78.63080349529345,54,33.0,5
17.275965081468126,78.43141196205039,62,29.0,15
17.431270640927906,78.31760233166071,99,10.5,14
17.201321896206213,78.32896314278284,12,54.0,2
17.423377039083654,78.334759602141,64,28.0,18
17.41136509744187,78.63311386965817,3,58.5,16
17.29475336097413,78.51841186074809,13,53.5,2
17.36199611486729,78.44487318795679,22,49.0,22
17.599792770753446,78.49499580707959,81,19.5,1
17.46413486879776,78.3464241016218,100,10.0,6
17.548509869041947,78.48736567356157,20,50.0,12
17.255910741117603,78.35455593558095,9,55.5,12
17.555514117203018,78.38745409366331,39,40.5,4
17.44111431085115,78.60333754388505,18,51.0,7
17.29569044202505,78.53169575341705,27,46.5,9
17.568126067525423,78.30105427752892,76,22.0,17
17.49673434075341,78.42354697925532,54,33.0,8
17.372178567383205,78.34136961649348,26,47.0,4
17.36603379911358,78.46248461077474,75,22.5,9
17.39803289517753,78.44524259634323,15,52.5,23
17.599280609645355,78.58130790288587,65,27.5,6
17.509201503117396,78.53733707443102,8,56.0,10
17.578308433900382,78.60110780480072,80,20.0,14
17.336415233229015,78.43674292577334,67,26.5,20
17.58980197972928,78.42984604667983,29,45.5,23
17.524162992995926,78.48530644371223,59,30.5,13
17.521464492221543,78.59458377576632,63,28.5,14
17.35556525501631,78.55456468161617,91,14.5,15
17.56139056850993,78.52432859321821,86,17.0,10
17.330902430215996,78.43173844523218,10,55.0,23
17.39685071860297,78.47260918130137,86,17.0,21
17.306913566665546,78.5979585418086,88,16.0,22
17.286645951208943,78.41486915114726,65,27.5,5
17.39114373274401,78.6417619355273,86,17.0,14
17.28142548641005,78.35865342891702,60,30.0,16
17.3155096140398,78.61165413398591,41,39.5,23
17.42997732891237,78.30720160123556,52,34.0,0
17.49095200536397,78.6337354803447,37,41.5,21
17.32399843559765,78.34459136588175,23,48.5,21
17.550605927195363,78.33888076685672,22,49.0,18
17.59188996213137,78.35298836919935,90,15.0,7
17.50468421002091,78.59771065127144,22,49.0,17
17.297492078964606,78.63735114743915,88,16.0,13
17.565555025977254,78.47604287822689,1,59.5,7
17.2550390493661,78.53180133281553,75,22.5,10
17.39443039072163,78.38746546212168,22,49.0,13
17.47710676590636,78.52214696509444,22,49.0,17
17.233770577627734,78.48559430608171,9,55.5,22
17.46766259932341,78.34100740529401,5,57.5,21
17.378482234679158,78.5256483909825,75,22.5,22
17.563812687259677,78.5421594651338,23,48.5,14
17.208411703468133,78.35592110183573,58,31.0,21
17.32475696227382,78.46288028683333,25,47.5,16
17.3581353274039,78.57666195576991,15,52.5,15
17.30644771952964,78.55353507988562,14,53.0,4
17.408871301641348,78.32240019934898,16,52.0,18
17.323548295204194,78.59625747909983,0,60.0,13
17.5676910059237,78.43377406441675,46,37.0,10
17.279470379666048,78.388029983599,11,54.5,7
17.47439025519374,78.42850060752536,64,28.0,10
17.396300977986286,78.47226233255326,96,12.0,23
17.38754967366304,78.42195840651429,37,41.5,12
17.269180438116454,78.59344150858945,78,21.0,19
17.41132572757918,78.46343149688519,90,15.0,0
17.42535356273849,78.40999659178337,46,37.0,2
17.42035749892969,78.60147613993186,5,57.5,14
17.516773101621887,78.64432166387945,1,59.5,1
17.314037247285818,78.62569122421435,96,12.0,16
17.497901852662924,78.6372238727312,96,12.0,17
17.32000351245492,78.55699112886734,3,58.5,22
17.28405965769625,78.63455624108568,98,11.0,20
17.202986824776314,78.6064182198696,53,33.5,10
17.30259590058515,78.52311592058273,38,41.0,6
17.554930128038198,78.63903178581357,98,11.0,10
17.576903492995978,78.40349000559748,73,23.5,7
17.326734996333155,78.63879019451812,73,23.5,7
17.427209257117294,78.42022889621035,9,55.5,22
17.42774460433469,78.47089613253542,40,40.0,7
17.40495690741028,78.5519001667371,40,40.0,16
17.521470440304142,78.45342766538253,86,17.0,18
17.563037898520218,78.56004240614324,98,11.0,14
17.43016743338945,78.33489733556061,68,26.0,18
17.382331479285078,78.64671870249929,42,39.0,13
17.481982398552496,78.64264641551637,93,13.5,18
17.3024712268319,78.5612231563096,86,17.0,15
17.31406469917418,78.49649896820316,41,39.5,21
17.20146963219694,78.43305173736668,3,58.5,17
17.36818807074658,78.6202033196469,11,54.5,4
17.241687063364687,78.60372275172807,98,11.0,23
17.436873120126695,78.45349084805659,54,33.0,22
17.264181901979452,78.41988652926827,94,13.0,6
17.222512484133436,78.52629693154583,38,41.0,23
17.405249977406275,78.4163665576969,49,35.5,4
17.307168455346524,78.62156843746969,92,14.0,22
17.321318350445637,78.44155458249966,40,40.0,1
17.24280748191367,78.46969961538449,37,41.5,14
17.597837520842646,78.48161998948713,47,36.5,23
17.407581999723856,78.49643097288615,21,49.5,22
17.51907419022376,78.62993099372176,10,55.0,9
17.562313102280328,78.33381913240112,1,59.5,20
17.44622334129555,78.5874928635355,18,51.0,6
17.31298013271211,78.38704080370137,53,33.5,17
17.45739465477667,78.59475083618477,95,12.5,8
17.336926514672125,78.51764298780455,31,44.5,10
17.486525083429854,78.4836378165002,12,54.0,8
17.340824832291137,78.34436563768853,50,35.0,10
17.36468596225582,78.4435904632284,1,59.5,12
17.206650401112675,78.39166540495265,81,19.5,21
17.2944466616806,78.529987519077,2,59.0,2
17.320983389283263,78.61814078317946,94,13.0,9
17.211254958232193,78.51623659421135,19,50.5,2
17.236680886779595,78.63396486051046,66,27.0,6
17.474062587485168,78.45920226788526,10,55.0,11
17.244321206106317,78.53654308566375,16,52.0,1
17.465728237891803,78.6243901790471,89,15.5,14
17.564072441725656,78.55942053411388,55,32.5,11
17.49627784773992,78.42338234674145,77,21.5,12
17.20623629470685,78.59210441965317,61,29.5,13
17.584953678116488,78.63982666240966,70,25.0,16
17.45832496952341,78.44876411197389,10,55.0,4
17.30427187620324,78.6303716937161,72,24.0,16
17.54287852955706,78.34825092011265,25,47.5,12
17.502941104373484,78.44703742802928,92,14.0,5
17.271430760679323,78.33408673874786,72,24.0,1
17.35529274158764,78.3487630332644,67,26.5,0
17.464961750290477,78.46183687563823,94,13.0,17
17.30174538132607,78.34350589187301,87,16.5,8
