latitude,longitude,temperature,precipitation,visibility
17.408415638063133,78.46342232831041,41.6,7.9,3.0
17.59448390228769,78.5121643068177,29.6,7.4,1.5
17.428793904007286,78.40182580793325,36.9,23.9,5.9
17.405986836040153,78.3302056796997,41.1,15.6,7.7
17.508443704091103,78.42498942628184,36.1,12.2,7.3
17.562215829807325,78.56859908345749,25.9,18.0,1.8
17.575063996785147,78.50267620586257,23.7,27.7,3.5
17.317817675803898,78.32337809321426,37.3,29.9,4.5
17.31802841271164,78.33058888253815,41.4,36.9,6.9
17.57320067068564,78.6099401306818,23.8,44.6,8.1
17.380554843346076,78.35255595215612,21.7,36.2,6.0
17.40454728830749,78.46330425849878,32.4,1.9,9.4
17.4628886219706,78.40378736890574,23.1,6.8,3.6
17.465895719514265,78.32311340152076,35.5,10.7,2.9
17.401004878346335,78.48968751532118,29.6,40.4,9.9
17.474232070879964,78.62179295970554,28.7,19.6,7.2
17.555262656215245,78.60261934325533,36.9,38.0,6.9
17.4538392923881,78.38140026184476,25.4,0.5,5.0
17.290769557021303,78.38194393228228,37.7,40.3,2.9
17.21499893102512,78.36499056261236,31.1,26.2,3.3
17.307185738270903,78.47234271021641,23.7,18.4,8.5
17.56869707471419,78.46579208428666,39.8,22.9,5.3
17.35301015607846,78.32668125155503,24.4,17.7,9.0
17.291200887335094,78.64766303645487,24.8,34.9,7.8
17.480133209796918,78.46748856271762,41.0,14.7,4.5
17.20150555528712,78.31462056144386,25.2,11.7,9.8
17.384858147990418,78.63466048289872,29.0,5.3,4.0
17.55628040336195,78.44693700440857,30.7,4.3,8.3
17.295380707398785,78.6490203329664,26.4,12.8,4.7
17.442655787997662,78.42955861924777,22.9,3.9,9.0
17.28866435312667,78.55537740580284,37.4,3.0,1.4
17.505011720646372,78.33832739113261,28.5,1.7,5.8
17.534515629235976,78.35142091337099,32.6,20.7,5.4
17.42712459850557,78.58967643845001,38.1,18.1,2.5
17.312521868366908,78.44168823117523,21.8,39.7,7.5
17.264226953009665,78.37674577822716,41.0,17.4,6.6
17.210266421284313,78.36284014006115,22.7,32.1,8.1
17.55536279649814,78.57701528981426,33.7,20.3,3.2
17.336863707265692,78.59651389250931,34.7,42.0,6.1
17.209803219591507,78.37670572195574,25.5,32.6,1.8
17.34250859869044,78.37940799971348,24.3,44.6,4.1
17.577535753361513,78.60190406875704,24.9,40.1,7.7
17.51485380817619,78.60960088689173,21.6,26.9,3.5
17.212133611494988,78.3855117339035,29.5,13.7,4.5
17.58144641439956,78.58988953565503,26.9,20.1,3.2
17.36539332604301,78.41065955781005,26.2,20.1,4.7
17.376990596439295,78.59460610013996,24.2,27.9,8.8
17.246238195862293,78.39000354172558,34.9,4.5,1.7
17.4018712854561,78.30274042951267,32.7,34.5,9.4
17.472480223128525,78.49448032425677,35.8,10.9,4.2
17.51269696896593,78.39071902613583,29.6,44.0,1.4
17.467929465312565,78.50158701205646,38.1,14.1,2.6
17.422705094377765,78.54762486919475,31.5,41.6,7.0
17.542575013894297,78.34148608558363,39.4,24.2,3.6
17.251229688758773,78.60566989227154,36.8,23.8,8.7
17.271568894812244,78.64423677158705,26.1,40.4,2.8
17.402714847591042,78.64827066154977,40.7,9.0,2.9
17.218320418420344,78.53100640211096,29.0,29.1,6.9
17.559247658666994,78.40966001115031,32.9,38.8,1.3
17.364077280886452,78.50452171369757,41.6,5.2,4.2
17.346665003866264,78.57519252298553,29.1,9.9,4.6
17.256377962762528,78.637795573508,25.6,19.4,3.9
17.459000608834373,78.48593609752412,21.3,39.8,9.2
17.271304246339174,78.59245532932914,27.8,33.0,5.7
17.279381259182987,78.36477320492081,21.8,25.4,2.0
17.33671911313296,78.46079729726601,33.6,18.3,5.6
17.26549003646566,78.37989600095756,23.7,8.6,9.0
17.483123793510384,78.63479606105872,30.2,34.9,8.2
17.49624295508231,78.30648054066963,36.6,10.7,8.3
17.59072116825774,78.63330382748694,33.2,38.4,2.4
17.569530720499202,78.46912551043302,23.8,24.4,2.6
17.301542855226224,78.44730044639809,32.2,6.5,5.0
17.47904370536475,78.32545409811941,27.6,17.7,3.4
17.429912894381513,78.63042135464232,20.6,19.1,6.5
17.23918727180871,78.33807730048395,26.3,41.8,7.4
17.224235500376725,78.57816462165202,41.8,1.4,5.4
17.405562535086275,78.46073567232575,20.4,37.8,9.4
17.507243232253238,78.61936892070966,35.2,16.6,3.5
17.588852827363908,78.39810713455604,22.2,25.4,8.6
17.42841500229865,78.63750067220508,25.8,30.9,5.3
17.22436473458192,78.51629438315574,29.5,14.2,9.9
17.468961839583834,78.58887627178032,29.9,6.2,1.3
17.336694375867047,78.30966857790344,29.2,41.8,7.4
17.38033347607674,78.38648232800705,35.0,18.5,9.0
17.27799131782974,78.43407629749898,23.7,43.8,9.7
17.37030887171738,78.60798134599713,41.5,40.9,7.5
17.3570872035036,78.49644592529874,22.2,1.0,3.9
17.533272244588257,78.46736599624369,38.9,46.1,4.8
17.39209638553661,78.4515623465343,34.1,33.8,7.3
17.345397969189595,78.42294823030166,32.9,15.1,6.4
17.205824875911002,78.63961931155241,39.6,26.5,7.3
17.408977580446123,78.63917477700873,30.4,17.6,6.1
17.57416613007452,78.57718720473002,39.0,17.3,1.7
17.50174825175088,78.36165477208279,36.0,14.0,7.3
17.52405891932506,78.61545405609375,38.4,11.2,6.5
17.263931763698142,78.64605471456122,34.6,43.8,3.9
17.58407428657024,78.3655085240462,20.4,28.9,2.8
17.57474086956865,78.54723533110405,41.2,18.5,9.1
17.518398756064972,78.308324907531,21.5,47.0,1.8
17.42328018278897,78.53020712531645,38.3,41.5,3.6
17.337708488299093,78.58590314264409,33.8,47.8,2.8
17.509350103490174,78.54747963659244,27.0,24.2,4.4
17.358518311743076,78.38668700069135,22.9,0.1,4.2
17.577750283833737,78.5644355991275,38.3,48.3,9.0
17.282948512700422,78.52535464516241,36.9,41.4,4.7
17.279381457753377,78.4823936249179,27.0,44.2,8.3
17.279913910496877,78.58170821793152,34.2,47.6,8.0
17.581023732628346,78.51994713546627,21.0,16.5,9.7
17.29295082601572,78.38231191107768,30.4,36.6,5.5
17.468449625763387,78.61584599873449,30.9,25.5,2.9
17.32960251349082,78.43037818481878,22.1,5.7,5.5
17.286072384662408,78.62541449918947,20.3,4.3,6.8
17.31648161644582,78.46200329482399,34.4,18.7,3.8
17.27151799608923,78.51502310676142,21.5,26.6,9.6
17.346524738066663,78.58908752832272,33.3,35.8,1.7
17.38610944056935,78.47964185954719,37.3,48.5,9.1
17.56533492952103,78.3153013661246,21.4,6.2,1.3
17.39493790399975,78.50783171389322,34.8,41.7,1.9
17.513455687480466,78.55478136493701,26.0,24.3,6.7
17.44966358860852,78.4040757525114,28.8,37.4,5.6
17.557440231977115,78.46459654506887,31.3,43.4,8.0
17.26699578261225,78.4736075193122,22.7,11.2,8.5
17.428793317956405,78.5042133304128,24.9,31.4,1.7
17.348767808361686,78.43772086681246,21.5,17.2,2.5
17.481194080811008,78.56805341767806,22.8,3.5,7.5
17.47620170879467,78.35670522336851,24.7,12.5,3.5
17.410064369468184,78.38632122448068,40.1,37.8,3.5
17.240378856199158,78.58876381694253,28.0,49.8,5.4
17.349512346272963,78.4047728462646,20.8,23.9,5.1
17.27931645296476,78.41748797964873,33.9,40.1,5.0
17.364105750789598,78.34220027579514,26.6,5.8,2.6
17.306247814840244,78.4363661044017,29.5,21.4,3.6
17.48974515865252,78.32868583858853,20.8,23.9,5.0
17.594770634417596,78.54694612080134,37.9,17.6,4.9
17.3260914262309,78.64685330927173,21.0,39.1,7.8
17.375021976146964,78.4995128460793,30.3,38.2,3.8
17.40464633238559,78.38300166825475,40.1,43.1,5.5
17.449971474477213,78.54110753505365,31.0,6.1,9.0
17.479755517179193,78.64020450631347,32.8,8.4,2.6
17.396640060378534,78.33056324844425,32.6,35.7,6.0
17.537464477433026,78.38978040892614,36.9,37.2,9.2
17.470250417566376,78.34422117508122,21.9,38.7,3.1
17.466142617681534,78.40893918440081,20.1,8.5,4.5
17.217444790090042,78.48633788821681,22.3,18.6,2.6
17.479983840675867,78.58364738380739,23.1,49.6,6.4
17.494956980049107,78.4993685620388,40.2,30.7,2.9
17.288426639491618,78.49593135560177,32.5,42.6,7.1
17.578585483847746,78.42923533336224,34.0,41.0,6.1
17.29336734818296,78.35486751694808,32.1,17.1,4.2
17.326473698704557,78.3253063705599,36.5,45.6,3.3
17.52798035092745,78.46449383315132,39.1,0.1,7.0
17.361401940617778,78.56582819047782,37.3,42.6,4.9
17.587999928696025,78.48712116226183,30.6,1.6,5.8
17.21564383960416,78.31039771330501,22.5,19.1,6.2
17.563344475138177,78.51466208354644,32.9,32.6,1.6
17.280763270128663,78.56468086419085,27.2,39.4,5.9
17.258374979597278,78.49811451838326,26.3,24.8,5.8
17.27825542415887,78.46243319761456,40.8,12.1,8.3
17.31528592577796,78.33072710379739,22.6,10.2,1.3
17.32486064694665,78.35850705336158,39.0,48.1,2.3
17.397531856202534,78.36348766347184,20.8,30.3,4.5
17.352670445872317,78.62007059363579,30.6,31.1,7.9
17.246685426253023,78.35259158533893,38.0,40.4,4.5
17.429913397364793,78.63201231279123,40.6,20.0,3.7
17.440830372859875,78.64427854857223,35.5,7.7,2.1
17.51310191146531,78.4772231234843,20.2,6.8,8.7
17.2991916565087,78.38071735644212,30.8,47.1,6.6
17.28881525674227,78.62233811807158,40.0,20.5,3.4
17.36873753108585,78.3475919736802,23.3,47.6,3.6
17.293413015021006,78.31507191160264,38.5,26.6,3.6
17.415633682367023,78.5652487232054,40.0,7.4,1.8
17.59060201324713,78.63576171103045,32.2,28.2,3.4
17.252280283244026,78.30164485814194,25.3,3.1,4.0
17.284140669306655,78.33094288485954,34.7,24.8,1.4
17.477410446965195,78.46613003153833,23.7,33.9,7.7
17.402871687078115,78.52243629655909,39.7,7.7,7.1
17.41602055219564,78.47779191876148,36.7,30.4,6.6
17.274857569452358,78.34259730421225,25.4,34.7,2.5
17.211028119990843,78.31104317514496,29.7,35.9,6.5
17.389939279017298,78.393170820177,22.9,44.6,4.0
17.205718605491604,78.43089309640496,40.0,13.6,3.4
17.28699210970142,78.42722290377944,23.7,35.2,5.6
17.45633711885218,78.51572733881395,28.5,35.1,7.3
17.38685093869702,78.30571640533127,38.6,38.6,3.0
17.273333209715677,78.3975731218393,36.9,6.5,8.3
17.5673958436046,78.34146810230489,28.6,19.1,5.2
17.282132148624815,78.52971120404901,35.1,20.0,9.6
17.55841510743837,78.50862699808147,39.2,41.4,7.8
17.338054162797444,78.34077717506706,40.2,2.0,3.4
17.385503456682077,78.4650090338966,32.9,48.6,3.2
17.361632968759928,78.34334028930898,40.7,32.6,9.6
17.575530148124066,78.55282142414177,28.1,5.5,2.5
17.300656446430025,78.46485707514358,33.9,4.5,6.4
17.49404335959542,78.43121616318496,32.9,40.2,6.4
17.458168933835555,78.40432227165712,39.8,37.6,1.6
17.339755021634822,78.34300146016221,40.8,26.3,6.0
17.255662173333278,78.50165452416819,20.0,15.5,8.4
17.34876186039116,78.42837037683891,32.7,23.4,2.2
17.44833810066239,78.41367935527711,27.8,14.2,9.9
17.211590650278023,78.4478097066246,33.9,47.1,8.0
17.538839811116784,78.42750840442326,24.3,25.4,6.7
17.444061630314707,78.63488278213924,39.0,25.8,7.8
17.27659938978844,78.48080408528848,38.4,11.3,6.6
17.563735404711807,78.37263840798548,35.7,23.2,7.1
17.25057041957838,78.50351836850554,24.2,25.5,4.4
17.27480671583281,78.63635192894866,20.7,47.7,2.9
17.488297877142607,78.60786907174678,29.0,28.2,5.5
17.59777469614177,78.3850764662225,30.1,15.6,5.9
17.37606507030586,78.64559034433692,22.3,34.7,9.7
17.262461863208408,78.3666409636845,39.3,14.2,5.4
17.573108767837724,78.62843518398863,26.3,47.8,6.8
17.39895742873232,78.49731688385533,24.4,29.8,5.6
17.247790361673115,78.35575857245325,28.8,26.2,3.8
17.40886683533576,78.58777021074417,21.3,29.5,6.3
17.309837768271084,78.31408080404208,35.8,1.0,2.8
17.238249486856766,78.40278067928584,39.3,12.3,3.6
17.359630022769927,78.59387184733325,32.1,23.0,1.2
17.343999797613375,78.315245859088,33.7,43.9,7.3
17.311208075144986,78.6182488303911,40.8,49.9,4.2
17.273558219780984,78.46608775150305,30.1,22.5,5.8
17.43868700956144,78.4040206957993,32.3,3.8,2.0
17.535130052329453,78.50355845449448,40.8,32.4,4.0
17.398789465638757,78.40546326917914,23.2,12.9,1.7
17.33408621360186,78.33433411480104,35.5,16.8,2.8
17.50865492006121,78.46027559085424,22.3,0.0,6.4
17.353582979648007,78.36641488302823,29.3,48.3,9.9
17.224146366503035,78.33492598721512,39.9,34.8,9.5
17.26707315138317,78.49438051605549,37.0,30.5,4.8
17.426851094102176,78.52080024220565,23.5,2.4,5.6
17.309922346230966,78.30567383808818,24.6,48.2,8.1
17.281778748819832,78.39818338534577,33.4,49.1,8.8
17.276233890139874,78.46066984824162,38.4,46.6,3.7
17.2747360882986,78.41068521843087,33.4,40.2,7.6
17.23725885955279,78.57353004175096,21.5,1.3,8.2
17.27446253804112,78.55471550284871,32.4,28.3,1.1
17.246029780656773,78.31774717715551,37.0,30.0,7.4
17.292765335714634,78.37220156557868,34.0,13.9,3.7
17.364127919777303,78.33068976926117,31.4,34.3,7.9
17.416514571123475,78.5218399782745,27.0,38.7,1.6
17.50607445500038,78.52627901282483,32.4,33.8,5.8
17.20190607498879,78.44354402177086,28.3,31.7,5.8
17.29274369676324,78.33112246813347,36.6,22.9,4.3
17.318285636546427,78.48580451885516,28.2,2.7,7.3
17.596009703808033,78.35914441179334,36.4,6.8,9.8
17.47891914023838,78.55935267743952,24.6,36.5,5.9
17.595390378132805,78.64256736127896,25.2,5.2,9.2
17.31273013932973,78.315222778309,26.4,24.6,9.8
17.473271192020384,78.6157852297487,30.5,45.3,7.5
17.428617506944423,78.41985658207807,38.0,1.8,1.6
17.45528060759226,78.39289377421412,24.7,37.8,2.6
17.3181370397282,78.62135651831224,40.1,21.0,5.7
17.383344193742943,78.42033094886946,20.2,28.1,5.7
17.409009177793383,78.57052390091746,31.1,20.1,3.2
17.447185355435224,78.4674031619972,31.2,8.3,7.4
17.351317396456714,78.47634491913949,28.5,48.0,7.3
17.430812020689242,78.32344544963786,39.4,6.9,8.9
17.303799408549033,78.57640977098426,29.4,15.7,6.0
17.46229598299432,78.35220521963085,25.1,12.8,7.5
17.476567863239257,78.50433554764922,39.7,37.9,4.3
17.523370457324717,78.64545350670456,38.7,18.0,9.6
17.37580468034796,78.59911340700862,29.7,3.6,9.4
17.30912612850302,78.4788218080134,27.3,34.0,2.8
17.204785313195906,78.51130364715017,26.3,18.2,7.0
17.444409722347316,78.4744448221335,25.9,28.1,1.6
17.324185916871294,78.42185764050996,37.9,47.7,4.8
17.535181533545863,78.55005477252213,28.6,14.0,9.3
17.54096941466784,78.35045106474323,40.5,41.9,2.2
17.217004580538806,78.56971411695264,27.0,11.5,4.8
17.492403145439145,78.48018757221386,21.7,43.5,6.5
17.557959807231764,78.36156515588411,36.4,7.5,9.9
17.57687528814771,78.45653008767411,33.1,11.7,4.4
17.54254058753267,78.41965301791993,23.4,6.4,5.4
17.509569458439227,78.54842213474495,27.0,9.7,3.9
17.474141295008163,78.43718783838558,29.6,44.0,8.7
17.41914476948235,78.58072755322624,25.2,11.4,4.9
17.40087331677102,78.56496335067088,36.0,2.9,7.4
17.57627937847945,78.61620222952284,29.1,23.6,1.7
17.27465506611015,78.53738909257765,22.4,49.2,3.6
17.521339880009926,78.51942273917759,21.0,6.6,3.7
17.542475132539092,78.31439439828755,23.7,49.5,7.0
17.550014302820852,78.63214692219144,27.1,1.0,9.1
17.26129774240387,78.49730390826743,21.6,8.0,2.4
17.58678043326138,78.40412374076637,40.7,32.7,9.5
17.472502495085614,78.61216354001003,33.8,7.0,9.2
17.482481078368227,78.30889203833969,37.0,29.4,4.8
17.510767716521762,78.62089781725152,24.6,49.8,8.2
17.498818676517185,78.56401506162365,28.1,17.7,9.1
17.56421224059267,78.47716566532483,34.1,36.3,6.8
17.255278384975785,78.4043757372923,21.7,7.8,5.9
17.33570483901097,78.61599834082058,33.8,28.3,5.0
17.440625482343762,78.33531596082804,22.2,34.6,4.6
17.58058020900502,78.30280898211211,34.0,19.5,2.2
17.46787705490123,78.57219796719043,28.2,10.2,5.0
17.20373226778315,78.58448035938058,29.5,31.0,7.4
17.3587156489416,78.41447049744612,33.5,28.7,4.6
17.509924016241055,78.48529392613507,36.7,16.0,2.6
17.25045506830278,78.40908099264557,32.3,2.2,3.5
17.249817605049856,78.30439317200246,34.6,38.8,3.1
17.219378564032073,78.56962134172994,35.4,36.8,6.5
17.507975026420898,78.40144741389877,33.2,33.2,1.7
17.2178025299919,78.64184277257893,20.6,20.8,8.8
17.470537329645573,78.52827508727772,27.0,41.5,4.7
17.504797891629178,78.493479609291,36.5,31.8,8.2
17.257811584767527,78.59045064131786,26.2,44.3,2.7
17.46025240948456,78.60220371189729,30.3,35.9,4.6
17.322874325017654,78.37204861722782,39.2,32.9,4.3
17.332128731042804,78.3298141464153,35.0,32.3,2.8
17.37782391182553,78.51392498477314,20.3,4.8,1.4
17.5237568870334,78.49071638727514,35.9,38.7,3.1
17.47185735503272,78.57187883892223,28.4,32.0,10.0
17.2662588157934,78.36347846932401,29.4,21.6,3.7
17.39626959421625,78.47388222467208,40.7,30.2,2.1
17.510647895097208,78.31364422938664,40.8,25.4,3.3
17.301206952720143,78.6149685836252,28.2,8.6,4.1
17.36805984020843,78.37954369122436,32.4,21.2,10.0
17.21783337328718,78.34552540524547,29.7,2.1,8.7
17.38479605753794,78.50381865024029,41.1,46.0,6.7
17.381007623430282,78.40636568577837,39.7,8.2,8.2
17.52107100780689,78.4394492850938,40.7,32.5,2.9
17.493292237452273,78.39280146098518,40.7,10.2,9.6
17.450683633793773,78.44874459349303,22.9,28.3,8.5
17.58420245103569,78.43633985087163,34.2,42.4,4.6
17.49670007600474,78.51153839785816,30.7,20.5,1.2
17.405389341074592,78.4068245963705,39.4,12.8,7.3
17.426773317583454,78.58639052614434,40.3,48.0,9.7
17.469987251290238,78.59161430237688,37.4,29.3,8.7
17.32902129356308,78.53728613774322,37.1,21.2,9.5
17.23373171059221,78.51357698470581,29.6,48.8,3.3
17.326638234639226,78.37104641568371,31.8,16.9,2.6
17.406054085753905,78.4817375550305,35.6,30.6,1.8
17.405200272113525,78.51588692731158,23.1,20.9,9.6
17.526015978982596,78.40728599425384,39.1,20.4,6.2
17.440865604230044,78.45672567620684,24.1,26.3,4.7
17.443941971474917,78.35420255986817,31.4,41.1,5.9
17.42497823362181,78.58826748228269,33.1,5.4,3.5
17.512119913926526,78.61355390666712,38.3,43.7,1.1
17.26042697294629,78.3760229327047,41.6,27.0,1.1
17.335306438389058,78.36021255789193,39.8,35.1,5.2
17.36560888855569,78.5502818815951,28.6,31.7,5.7
17.440212781778303,78.59173718309236,26.5,39.2,8.7
17.32124867025907,78.42856124134835,36.2,17.0,4.0
17.279123401267576,78.38002049095186,30.2,33.7,5.6
17.240945727193736,78.39524168890638,36.9,12.0,1.8
17.458946147413346,78.48411886901198,20.8,9.1,7.8
17.41948422382258,78.52636834486592,38.4,48.8,1.9
17.594975964707878,78.46788508096249,32.3,20.1,6.4
17.52132734514741,78.5625924692598,38.9,32.2,3.2
17.40722574474437,78.33636894906722,40.6,1.8,1.4
17.528313085206385,78.539329872906,23.7,30.0,6.1
17.575247691590185,78.38240416017628,34.8,14.5,8.5
17.23655309317926,78.63927427609664,32.4,23.9,7.8
17.526949456784706,78.49421540912915,22.8,35.6,6.0
17.568207983181477,78.37740598975807,37.4,33.5,3.9
17.24147177033687,78.33536515800313,41.7,42.0,6.4
17.44697464412924,78.30776010131645,33.6,16.5,4.1
17.25513840953943,78.38534474292022,41.7,3.3,3.4
17.227696505605902,78.33064132188764,29.4,28.9,4.9
17.24377304467001,78.3309577792814,35.1,1.8,3.2
17.235385792350467,78.46427235821852,21.9,42.8,3.0
17.21883348593411,78.53882090312656,27.1,6.2,3.6
17.380301908751925,78.32636788462426,40.1,11.1,2.1
17.22488397665453,78.60762641932324,39.3,48.7,1.1
17.510356957868325,78.33374412040192,20.7,41.6,4.4
17.44939217965329,78.64179850102433,21.0,46.5,1.8
17.225216027587425,78.508525484772,28.5,28.7,6.8
17.486521024102945,78.41793803817194,28.0,28.7,6.3
17.514099265599686,78.60388986702723,30.0,27.0,8.7
17.346422658563114,78.48572287180133,31.1,28.5,10.0
17.33958977926947,78.54898457375366,32.8,40.0,2.5
17.392772842700168,78.39988681291517,20.6,48.0,7.5
17.457261965591684,78.56929083216616,36.5,43.4,1.2
17.340051535636395,78.61605673541958,32.1,5.3,5.8
17.25151084042034,78.35660653561115,36.8,12.2,6.7
17.429749093559952,78.55626631070119,32.6,3.8,6.6
17.290850526201513,78.35616006962593,23.7,15.9,9.8
17.32623186661228,78.57791410296959,23.7,1.8,8.4
17.258122987006868,78.35382752040343,31.6,45.3,3.8
17.517912924956843,78.31048835712538,28.7,45.8,5.3
17.414990620643902,78.50575246700546,36.3,10.1,4.1
17.541545099593808,78.40353716753077,39.8,14.5,1.8
17.25295074283817,78.3487487341818,28.2,11.9,1.3
17.27006824761819,78.62801402481638,26.3,24.0,1.7
17.20682858384046,78.49665784391868,38.4,20.1,4.2
17.598197048851578,78.35409412073194,38.6,42.3,3.0
17.47826907206875,78.3638152686731,36.8,38.5,9.0
17.35159663585166,78.33080877188762,22.0,17.6,6.8
17.396704103064234,78.31902819821615,24.2,26.5,5.6
17.227124880055293,78.4613057735622,28.1,47.3,5.0
17.4857019373034,78.57268388248717,20.1,18.8,2.2
17.5911977377807,78.44521349150439,33.6,0.6,8.0
17.46451251484321,78.41456768026381,31.4,11.4,9.3
