id,city,hospital_name,latitude,longitude,area,hospital_type,emergency,trauma_center,ambulance_available,beds_available,icu_available,contact_number,average_response_time_min,safety_rating,occupancy_percentage,open_24x7,last_updated
54ca4b9c-26d5-404a-8846-f54f41cf2ddc,bengaluru,Bengaluru Medical College Hospital,12.987541,77.732367,Marathahalli,Multi-speciality,True,False,2,116,18,+91 9819440397,15,8.2,93.24,True,2026-07-31T19:24:42.985674+00:00
5d6e7f69-43fc-46a5-9633-f597d1a87694,bengaluru,Bengaluru Children Hospital,13.083666,77.595051,Indiranagar,Children,False,True,4,675,46,+91 9833717340,17,8.7,76.11,True,2026-07-31T19:24:42.985689+00:00
2dfde3ad-42f2-435f-b1d1-fa149219be98,bengaluru,Bengaluru Trauma Center Hospital,12.896047,77.688175,Jayanagar,Government,True,False,17,456,39,+91 9889673410,25,7.6,94.74,True,2026-07-31T19:24:42.985704+00:00
3d0bad10-f2ef-4012-adbf-73bf3134251d,bengaluru,Bengaluru Medical College Hospital,12.902842,77.505361,Yelahanka,Government,False,True,18,173,10,+91 9861729608,14,7.3,53.88,True,2026-07-31T19:24:42.985719+00:00
1bad79ce-0169-47fc-acbd-a79aa1d8d655,bengaluru,Bengaluru Multi-speciality Hospital,13.08183,77.532279,Bellandur,Private,True,True,13,216,6,+91 9822761141,22,8.8,51.37,True,2026-07-31T19:24:42.985734+00:00
33f76988-feba-45b3-84c4-52382541aa78,bengaluru,Bengaluru Trauma Center Hospital,12.900403,77.738106,Malleshwaram,Multi-speciality,True,True,9,189,49,+91 9817870997,5,7.1,90.64,True,2026-07-31T19:24:42.985749+00:00
7888a372-29ec-4819-9bc2-69a7acb7ffc6,bengaluru,Bengaluru Private Hospital,12.971612,77.507887,MG Road,Private,True,True,2,129,29,+91 9895779158,18,7.2,72.33,True,2026-07-31T19:24:42.985765+00:00
95020c02-a2a5-42e2-af46-ac5314925323,bengaluru,Bengaluru Trauma Center Hospital,12.818812,77.731829,Jayanagar,Government,False,True,4,10,22,+91 9830924526,23,7.5,69.0,True,2026-07-31T19:24:42.985782+00:00
7cd7e1ae-4e3f-4a96-bbcf-88a2d54bfd73,bengaluru,Bengaluru Medical College Hospital,12.837984,77.738053,Whitefield,Medical College,True,True,7,385,6,+91 9831470325,9,8.3,81.67,True,2026-07-31T19:24:42.985799+00:00
aedbac9d-58eb-45a6-beaf-51def7aeef7e,bengaluru,Bengaluru Trauma Center Hospital,12.870326,77.506524,Whitefield,Emergency Hospital,True,True,12,189,29,+91 9813216943,6,9.4,75.8,True,2026-07-31T19:24:42.985815+00:00
41b92a9f-b410-4a08-852d-1cc51f01a27c,bengaluru,Bengaluru Multi-speciality Hospital,13.036214,77.785001,HSR Layout,Emergency Hospital,True,False,6,192,5,+91 9839031125,20,9.9,82.28,True,2026-07-31T19:24:42.985839+00:00
ee94ad52-049e-4d95-92fb-8a253c93de17,bengaluru,Bengaluru Emergency Hospital,12.902415,77.523508,Brigade Road,Government,True,False,19,99,25,+91 9824729005,12,9.9,93.47,True,2026-07-31T19:24:42.985856+00:00
5f3f9b6b-6627-41d7-9fc6-a132f52b6193,bengaluru,Bengaluru Trauma Center Hospital,12.908004,77.598788,Brigade Road,Government,True,False,20,530,7,+91 9876038192,6,9.8,94.94,True,2026-07-31T19:24:42.985871+00:00
210409af-dac3-4a96-9654-5839a01c21bd,bengaluru,Bengaluru Children Hospital,12.893106,77.54567,HSR Layout,Private,True,False,4,131,11,+91 9815709611,25,7.2,96.59,True,2026-07-31T19:24:42.985885+00:00
a4842301-0d0a-4607-abd3-174cdc54b603,bengaluru,Bengaluru Trauma Center Hospital,12.955964,77.538342,Brigade Road,Emergency Hospital,True,True,2,129,22,+91 9840339444,10,9.9,61.53,True,2026-07-31T19:24:42.985899+00:00
290381f7-c71b-4929-8c32-eacd1e9f132d,bengaluru,Bengaluru Trauma Center Hospital,13.031255,77.505116,Jayanagar,Private,True,False,16,362,41,+91 9858883704,11,7.5,74.33,True,2026-07-31T19:24:42.985913+00:00
9ad0c78a-94ce-491e-9124-b3b8f4bdcdf8,bengaluru,Bengaluru Trauma Center Hospital,13.046754,77.584529,Bellandur,Emergency Hospital,True,False,11,142,31,+91 9890506551,8,9.6,83.04,True,2026-07-31T19:24:42.985927+00:00
4b1068ff-9eeb-4d0e-8cd4-35e7c52d3b73,bengaluru,Bengaluru Government Hospital,12.983969,77.63051,Malleshwaram,Medical College,False,True,13,497,2,+91 9822003896,11,8.3,52.78,True,2026-07-31T19:24:42.985942+00:00
f7a93d13-8b90-471b-ab3f-fe7c2357bf76,bengaluru,Bengaluru Emergency Hospital,12.813236,77.585922,HSR Layout,Medical College,True,True,2,229,24,+91 9811494548,7,7.6,65.66,True,2026-07-31T19:24:42.985956+00:00
53f1f914-b396-4512-852f-8b466f323a69,bengaluru,Bengaluru Emergency Hospital,12.966312,77.641795,Electronic City,Emergency Hospital,True,False,17,29,24,+91 9825981507,8,7.9,81.77,True,2026-07-31T19:24:42.985972+00:00
501667b7-5785-4cab-9478-3334dba42fe8,bengaluru,Bengaluru Emergency Hospital,13.021984,77.594235,Koramangala,Trauma Center,True,True,4,430,8,+91 9819893094,6,7.1,71.51,True,2026-07-31T19:24:42.985992+00:00
52b97c4f-4d38-4222-ae10-be1f2e0f9ce2,bengaluru,Bengaluru Private Hospital,13.041454,77.747391,Electronic City,Multi-speciality,True,True,9,577,39,+91 9896545131,12,8.1,93.94,True,2026-07-31T19:24:42.986008+00:00
79006704-ec6a-48a3-b82a-8827575a1971,bengaluru,Bengaluru Government Hospital,13.025517,77.686142,Jayanagar,Medical College,False,False,13,31,17,+91 9828912748,19,9.9,84.11,True,2026-07-31T19:24:42.986025+00:00
d3a1cd57-4d37-4b6b-9228-7030dae8b70a,bengaluru,Bengaluru Emergency Hospital,12.845499,77.542479,HSR Layout,Private,True,True,17,737,9,+91 9863732398,16,8.1,67.49,True,2026-07-31T19:24:42.986044+00:00
4575251b-90d9-4137-aa34-82cc1c55271e,bengaluru,Bengaluru Trauma Center Hospital,12.808662,77.504566,Banashankari,Trauma Center,False,True,19,152,50,+91 9826835985,20,7.4,69.92,True,2026-07-31T19:24:42.986060+00:00
95bac1bf-b59d-4641-8d43-1f498b983365,bengaluru,Bengaluru Medical College Hospital,12.888118,77.70672,Hebbal,Trauma Center,False,False,8,378,11,+91 9889369024,23,8.3,69.39,True,2026-07-31T19:24:42.986077+00:00
2a258128-e237-4644-b2bf-dc3a312ba440,bengaluru,Bengaluru Government Hospital,12.894481,77.750939,Rajajinagar,Trauma Center,False,False,4,235,36,+91 9889242683,12,7.4,71.34,True,2026-07-31T19:24:42.986093+00:00
76600e41-947e-4e9b-af06-dcc75ea6fd73,bengaluru,Bengaluru Children Hospital,13.091805,77.551626,Indiranagar,Private,True,True,13,469,44,+91 9855197405,10,9.9,53.73,True,2026-07-31T19:24:42.986118+00:00
ea1cca2d-545b-4992-a598-47e95e8641cf,bengaluru,Bengaluru Emergency Hospital,12.826284,77.556151,Bellandur,Children,False,True,16,348,40,+91 9811173093,11,7.5,51.41,True,2026-07-31T19:24:42.986135+00:00
658d2417-b9f9-4c4c-a830-8bd91ae188ac,bengaluru,Bengaluru Multi-speciality Hospital,12.928209,77.722481,Electronic City,Private,True,True,17,54,42,+91 9881678905,17,8.3,63.85,True,2026-07-31T19:24:42.986151+00:00
ccdd0b10-502b-43b3-bec0-ba988e7cbcfb,bengaluru,Bengaluru Multi-speciality Hospital,13.090393,77.799844,Malleshwaram,Government,False,False,9,346,31,+91 9817450059,10,7.3,84.33,True,2026-07-31T19:24:42.986170+00:00
7b8d1219-8ccd-4e02-9cb2-0dd8e7aa9f41,bengaluru,Bengaluru Medical College Hospital,13.094793,77.656929,Electronic City,Trauma Center,True,True,20,175,25,+91 9887350451,20,7.4,86.47,True,2026-07-31T19:24:42.986201+00:00
d7eabdc4-2a1e-439f-af7e-389aca211553,bengaluru,Bengaluru Private Hospital,13.061358,77.530554,HSR Layout,Medical College,True,True,4,53,38,+91 9817426283,6,8.5,57.98,True,2026-07-31T19:24:42.986234+00:00
d8ba1a72-409e-4403-83e9-f06a52b9ee0b,bengaluru,Bengaluru Trauma Center Hospital,12.851831,77.584898,Marathahalli,Emergency Hospital,True,True,3,150,5,+91 9881491712,10,9.8,93.3,True,2026-07-31T19:24:42.986250+00:00
5adefda5-daab-408a-8987-c01c9918caf5,bengaluru,Bengaluru Private Hospital,13.009662,77.65888,Marathahalli,Trauma Center,True,False,17,309,6,+91 9870399876,18,7.4,94.0,True,2026-07-31T19:24:42.986266+00:00
1a4985f0-5b41-48f1-a182-42ed05cb02b4,bengaluru,Bengaluru Government Hospital,12.924121,77.633727,Marathahalli,Multi-speciality,True,False,2,217,17,+91 9871977686,11,10.0,53.08,True,2026-07-31T19:24:42.986286+00:00
b86809d1-d2a8-4cd8-8ca7-16ccfc2e8f26,bengaluru,Bengaluru Children Hospital,12.85863,77.796319,HSR Layout,Medical College,True,False,14,433,42,+91 9887090998,18,9.2,81.41,True,2026-07-31T19:24:42.986302+00:00
75ffa031-d0ad-4e41-8c84-48ee4da638f8,bengaluru,Bengaluru Emergency Hospital,12.953694,77.591026,Malleshwaram,Emergency Hospital,False,True,8,434,35,+91 9863095568,9,8.3,68.54,True,2026-07-31T19:24:42.986319+00:00
a1fc27ac-2aba-464b-b836-73acc6635b5f,bengaluru,Bengaluru Trauma Center Hospital,12.999865,77.707929,Yelahanka,Private,False,True,18,236,50,+91 9853753136,17,8.6,52.95,True,2026-07-31T19:24:42.986336+00:00
2c287f81-bfd3-49b8-ac39-0690cb0e0ed8,bengaluru,Bengaluru Multi-speciality Hospital,12.910331,77.623592,HSR Layout,Government,False,False,12,273,34,+91 9895346614,11,9.1,73.72,True,2026-07-31T19:24:42.986352+00:00
013409df-510e-4d84-b3c7-7f4b38340acd,bengaluru,Bengaluru Emergency Hospital,13.077005,77.676594,Whitefield,Private,False,True,17,528,6,+91 9815356599,6,8.9,69.76,True,2026-07-31T19:24:42.986369+00:00
4c3cebe5-3ff5-46a1-9dd4-b2f5b05f97f3,bengaluru,Bengaluru Trauma Center Hospital,12.941036,77.68596,Yelahanka,Multi-speciality,False,True,7,61,38,+91 9878665129,21,9.1,88.33,True,2026-07-31T19:24:42.986385+00:00
90356d7d-728d-4799-9e8a-d1854fe8da01,bengaluru,Bengaluru Government Hospital,12.824006,77.630523,Electronic City,Medical College,False,True,6,123,27,+91 9829149426,17,9.2,50.08,True,2026-07-31T19:24:42.986401+00:00
8eed4b55-cb52-40b0-a8e2-abb9681dba4b,bengaluru,Bengaluru Emergency Hospital,13.012805,77.688684,Hebbal,Trauma Center,True,False,19,266,7,+91 9829805482,14,8.8,80.54,True,2026-07-31T19:24:42.986420+00:00
b6b006c7-93cf-4e64-b9c6-4290b7300a39,bengaluru,Bengaluru Trauma Center Hospital,12.83066,77.647123,Malleshwaram,Government,True,False,15,279,24,+91 9899385992,9,8.5,69.09,True,2026-07-31T19:24:42.986436+00:00
7f7b3a77-b8e8-4ab8-8364-a36454051da9,bengaluru,Bengaluru Government Hospital,12.805526,77.676875,Electronic City,Emergency Hospital,False,False,7,252,2,+91 9897497140,7,8.6,62.62,True,2026-07-31T19:24:42.986452+00:00
2bdd0198-ab09-4472-b7f0-6d4218d8b269,bengaluru,Bengaluru Emergency Hospital,12.973633,77.738829,Hebbal,Private,False,False,7,537,21,+91 9878115480,22,7.7,58.8,True,2026-07-31T19:24:42.986470+00:00
16705a98-a444-4a3c-b4f1-cd968bef97aa,bengaluru,Bengaluru Medical College Hospital,12.895384,77.5066,HSR Layout,Private,True,True,2,523,44,+91 9864870853,18,9.6,61.08,True,2026-07-31T19:24:42.986491+00:00
fd69c748-5366-4959-a1af-a5937b11fb5a,bengaluru,Bengaluru Children Hospital,12.972149,77.763562,Hebbal,Multi-speciality,True,False,10,35,9,+91 9831644783,17,7.9,96.98,True,2026-07-31T19:24:42.986510+00:00
d6486d5b-8d81-4852-9d5a-050b5e7a2960,bengaluru,Bengaluru Private Hospital,13.033039,77.672372,Koramangala,Multi-speciality,True,False,5,37,27,+91 9813061075,7,7.5,71.77,True,2026-07-31T19:24:42.986528+00:00
ff68cc2d-b0d3-4340-bcd4-53e79e4c02fa,bengaluru,Bengaluru Medical College Hospital,13.052582,77.707578,MG Road,Emergency Hospital,False,True,19,10,44,+91 9840276380,20,7.1,62.73,True,2026-07-31T19:24:42.986546+00:00
00091a92-28d4-490d-81c9-85447f0868bb,bengaluru,Bengaluru Trauma Center Hospital,12.819603,77.733512,Jayanagar,Private,True,True,4,24,42,+91 9852330684,6,9.5,50.97,True,2026-07-31T19:24:42.986564+00:00
2e21fc85-6d84-4a73-85be-f3ba1fe16b0c,bengaluru,Bengaluru Children Hospital,12.874943,77.783115,Banashankari,Children,False,False,6,493,36,+91 9811990956,22,8.9,89.7,True,2026-07-31T19:24:42.986609+00:00
1ed9b087-9c64-4622-a71c-f3a225fca3e5,bengaluru,Bengaluru Government Hospital,12.854075,77.750374,Yelahanka,Trauma Center,True,False,13,84,45,+91 9851822657,5,7.5,84.44,True,2026-07-31T19:24:42.986634+00:00
b82b4917-ab56-4f76-bffc-7550b5147786,bengaluru,Bengaluru Private Hospital,12.93522,77.536964,Bellandur,Trauma Center,False,True,8,778,43,+91 9868126308,7,8.1,51.01,True,2026-07-31T19:24:42.986652+00:00
7b5610c9-f1dc-49e8-a287-75be1c3b16d8,bengaluru,Bengaluru Children Hospital,12.865104,77.679358,MG Road,Trauma Center,False,False,15,356,34,+91 9835198812,11,8.5,91.57,True,2026-07-31T19:24:42.986669+00:00
9c22721b-e5ed-4f5d-b48a-58adc11c194d,bengaluru,Bengaluru Multi-speciality Hospital,13.082939,77.744961,Koramangala,Private,True,True,6,181,27,+91 9828140994,5,10.0,84.01,True,2026-07-31T19:24:42.986687+00:00
680d93a7-c3ef-4365-805a-fd789fd8be00,bengaluru,Bengaluru Medical College Hospital,12.884749,77.527819,Electronic City,Children,True,False,15,43,24,+91 9856618379,10,7.6,79.84,True,2026-07-31T19:24:42.986705+00:00
d2e242a5-e258-4e96-98dc-1c3d7a3babe7,bengaluru,Bengaluru Private Hospital,13.079436,77.793829,Bellandur,Medical College,True,True,20,283,48,+91 9831517371,10,9.6,67.7,True,2026-07-31T19:24:42.986722+00:00
5ba672f8-1292-4aad-ba5b-a0037ac973d0,bengaluru,Bengaluru Children Hospital,12.986985,77.571161,Hebbal,Medical College,True,False,12,650,47,+91 9892611892,6,9.7,60.52,True,2026-07-31T19:24:42.986738+00:00
1e38bac8-d2a1-426b-91b6-671ae1f55896,bengaluru,Bengaluru Trauma Center Hospital,12.985164,77.75408,Brigade Road,Private,True,False,20,197,26,+91 9864965489,22,8.2,50.53,True,2026-07-31T19:24:42.986754+00:00
dc4c7b7b-7820-4fae-921e-1de54806104d,bengaluru,Bengaluru Trauma Center Hospital,12.820608,77.645218,Banashankari,Children,False,False,10,294,18,+91 9834130189,16,8.6,96.71,True,2026-07-31T19:24:42.986770+00:00
29b913fc-6e1b-4cf3-acd6-2a7af079c9df,bengaluru,Bengaluru Trauma Center Hospital,12.843927,77.57538,Koramangala,Trauma Center,True,False,14,394,24,+91 9880735532,10,7.5,51.2,True,2026-07-31T19:24:42.986787+00:00
e4009db5-38d8-4970-bc8c-515ceb8a2ee0,bengaluru,Bengaluru Government Hospital,12.837615,77.734874,Marathahalli,Multi-speciality,True,False,12,578,2,+91 9817967141,10,8.7,91.0,True,2026-07-31T19:24:42.986806+00:00
fe23eabf-f624-45f8-8a58-8b5734cf743e,bengaluru,Bengaluru Children Hospital,12.934408,77.761502,HSR Layout,Trauma Center,True,True,4,471,20,+91 9860369404,15,9.2,64.64,True,2026-07-31T19:24:42.986821+00:00
532814eb-7c92-4fea-b2ca-4b4194f7ba2e,bengaluru,Bengaluru Private Hospital,13.015214,77.509862,Rajajinagar,Children,True,False,20,132,33,+91 9811871292,21,7.9,86.74,True,2026-07-31T19:24:42.986835+00:00
8747b0f2-6e91-4bf2-a419-141abc0ff3b1,bengaluru,Bengaluru Private Hospital,12.975954,77.689055,Banashankari,Multi-speciality,True,False,16,325,49,+91 9822972765,10,9.1,85.12,True,2026-07-31T19:24:42.986850+00:00
94ba3c0b-5fb0-4c2e-82ea-0191a19b8326,bengaluru,Bengaluru Children Hospital,12.843131,77.582543,Brigade Road,Medical College,False,True,14,480,14,+91 9871244687,6,9.3,66.56,True,2026-07-31T19:24:42.986865+00:00
e6d3c10c-a2d8-40d8-96c7-6f62c34ef278,bengaluru,Bengaluru Medical College Hospital,13.079748,77.749049,Banashankari,Trauma Center,True,True,5,167,49,+91 9814227239,13,9.4,58.92,True,2026-07-31T19:24:42.986881+00:00
b616b853-2a8b-46a7-920e-6695f2a4a937,bengaluru,Bengaluru Children Hospital,13.095466,77.772694,Whitefield,Medical College,True,True,19,358,15,+91 9844004913,13,8.0,75.27,True,2026-07-31T19:24:42.986898+00:00
cac57537-edf7-4b57-9862-3789b0f541e6,bengaluru,Bengaluru Children Hospital,13.047856,77.507153,Indiranagar,Multi-speciality,False,False,16,283,26,+91 9836703620,5,8.5,68.65,True,2026-07-31T19:24:42.986917+00:00
136ac1ea-5a07-4b25-92f2-777172ff13bc,bengaluru,Bengaluru Medical College Hospital,12.883205,77.685805,Hebbal,Children,True,False,11,248,9,+91 9890694752,10,9.8,95.23,True,2026-07-31T19:24:42.986948+00:00
81ea2133-12a7-425c-a25a-07b3e46b7641,bengaluru,Bengaluru Children Hospital,12.812269,77.676939,Hebbal,Medical College,True,True,6,16,22,+91 9819007194,5,7.2,93.29,True,2026-07-31T19:24:42.986976+00:00
722b7aed-b24f-436a-84db-aa168402a7a1,bengaluru,Bengaluru Children Hospital,12.911459,77.757532,Jayanagar,Trauma Center,False,True,20,273,31,+91 9819857465,21,9.2,68.38,True,2026-07-31T19:24:42.986992+00:00
9312e7b6-af02-4986-9ed0-6ead018cad82,bengaluru,Bengaluru Emergency Hospital,12.998851,77.792825,Bellandur,Multi-speciality,True,True,19,367,46,+91 9828197869,20,7.4,61.37,True,2026-07-31T19:24:42.987010+00:00
00ada93f-ce4f-4618-a157-6f8c313c5f93,bengaluru,Bengaluru Multi-speciality Hospital,13.091355,77.745552,Bellandur,Trauma Center,False,True,10,396,26,+91 9871909106,23,8.3,92.68,True,2026-07-31T19:24:42.987027+00:00
dcf1f5ff-ec51-41a7-8a74-ced204ded835,bengaluru,Bengaluru Medical College Hospital,12.883748,77.684818,Hebbal,Emergency Hospital,True,False,13,81,26,+91 9866537959,9,7.4,83.74,True,2026-07-31T19:24:42.987043+00:00
9970a210-2b0f-4801-8933-41f14f8f23a9,bengaluru,Bengaluru Trauma Center Hospital,13.016132,77.791943,Yelahanka,Emergency Hospital,True,False,11,192,45,+91 9857071861,20,7.0,50.34,True,2026-07-31T19:24:42.987059+00:00
915898d4-82a2-4366-9715-de4ed3d842db,bengaluru,Bengaluru Government Hospital,13.018899,77.754218,Koramangala,Private,True,False,2,138,11,+91 9833807053,13,9.0,80.28,True,2026-07-31T19:24:42.987075+00:00
2be098f4-b17d-4166-9111-b817f624bcb4,bengaluru,Bengaluru Government Hospital,12.970582,77.558244,Jayanagar,Private,True,True,8,50,5,+91 9841493786,14,9.0,55.12,True,2026-07-31T19:24:42.987093+00:00
1e7fb24f-6c27-4e46-b4ac-5a82ca092ba2,bengaluru,Bengaluru Medical College Hospital,12.968714,77.709205,Brigade Road,Trauma Center,True,True,12,46,28,+91 9887895861,8,9.5,72.73,True,2026-07-31T19:24:42.987106+00:00
